pre_class,post_class,edge_count,has_edge,contact_sum,contact_pairs,has_contact,n_pre_ligands,n_post_receptors,compat_score,compat_pairs
ASG,ADL,0,0,716.0,2,1,4,4,2,NTC-1->NTR-1;NTC-1->NTR-2
ASG,AFD,0,0,0.0,0,0,4,1,0,
ASG,AIA,29,1,39033.0,3,1,4,4,1,NTC-1->NTR-2
ASG,AIB,7,1,8144.0,2,1,4,2,0,
ASG,AIM,2,1,20821.0,2,1,4,2,0,
ASG,AIN,0,0,1246.0,2,1,4,0,0,
ASG,AIY,0,0,1679.0,2,1,4,5,0,
ASG,AIZ,0,0,4521.0,2,1,4,3,0,
ASG,ALA,0,0,0.0,0,0,4,0,0,
ASG,ALM,0,0,0.0,0,0,4,4,0,
ASG,ALN,0,0,0.0,0,0,4,3,0,
ASG,AQR,0,0,0.0,0,0,4,1,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,ASEL,0,0,3389.0,2,1,4,5,4,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1;NTC-1->NTR-1
ASG,ASER,0,0,7046.0,2,1,4,5,4,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1;NTC-1->NTR-1
ASG,ASH,0,0,1378.0,2,1,4,8,5,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1;NTC-1->NTR-1;NTC-1->NTR-2
ASG,ASI,0,0,15088.0,2,1,4,5,0,
ASG,ASJ,1,1,410.0,2,1,4,1,0,
ASG,ASK,0,0,979.0,2,1,4,3,0,
ASG,AUA,0,0,176.0,1,1,4,5,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,AVA,0,0,556.0,2,1,4,1,0,
ASG,AVB,0,0,1379.0,2,1,4,1,0,
ASG,AVD,0,0,0.0,0,0,4,1,0,
ASG,AVE,0,0,0.0,0,0,4,1,0,
ASG,AVF,0,0,0.0,0,0,4,2,0,
ASG,AVH,0,0,0.0,0,0,4,1,0,
ASG,AVJ,0,0,0.0,0,0,4,1,0,
ASG,AVK,0,0,0.0,0,0,4,0,0,
ASG,AVL,0,0,0.0,0,0,4,1,0,
ASG,AVM,0,0,0.0,0,0,4,3,0,
ASG,AWA,0,0,3043.0,2,1,4,1,0,
ASG,AWB,0,0,486.0,1,1,4,3,0,
ASG,BAG,0,0,0.0,0,0,4,2,0,
ASG,BDU,0,0,0.0,0,0,4,3,1,NTC-1->NTR-1
ASG,CEP,0,0,1536.0,2,1,4,3,0,
ASG,DVA,0,0,0.0,0,0,4,4,0,
ASG,DVC,0,0,0.0,0,0,4,2,0,
ASG,FLP,0,0,0.0,0,0,4,3,0,
ASG,HSN,0,0,478.0,1,1,4,3,0,
ASG,IL1,0,0,0.0,0,0,4,1,0,
ASG,IL2_DV,0,0,0.0,0,0,4,2,0,
ASG,IL2_LR,0,0,0.0,0,0,4,3,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,OLL,0,0,0.0,0,0,4,2,0,
ASG,OLQ,0,0,0.0,0,0,4,4,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,PLN,0,0,0.0,0,0,4,1,0,
ASG,PVC,0,0,0.0,0,0,4,2,0,
ASG,PVN,0,0,0.0,0,0,4,0,0,
ASG,PVP,0,0,0.0,0,0,4,2,1,NTC-1->NTR-2
ASG,PVQ,0,0,9.0,1,1,4,8,2,NTC-1->NTR-1;NTC-1->NTR-2
ASG,PVR,0,0,0.0,0,0,4,2,2,NTC-1->NTR-1;NTC-1->NTR-2
ASG,PVT,0,0,0.0,0,0,4,4,0,
ASG,RIA,0,0,0.0,0,0,4,4,0,
ASG,RIB,0,0,0.0,0,0,4,2,0,
ASG,RIC,0,0,371.0,2,1,4,6,1,NTC-1->NTR-1
ASG,RID,0,0,341.0,1,1,4,3,0,
ASG,RIF,0,0,135.0,1,1,4,2,1,NTC-1->NTR-2
ASG,RIG,0,0,0.0,0,0,4,1,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,RIH,0,0,0.0,0,0,4,0,0,
ASG,RIM,0,0,0.0,0,0,4,3,0,
ASG,RIP,0,0,0.0,0,0,4,0,0,
ASG,RIR,0,0,247.0,1,1,4,0,0,
ASG,RIS,0,0,194.0,1,1,4,2,0,
ASG,RIV,0,0,0.0,0,0,4,2,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,RMD_DV,0,0,0.0,0,0,4,2,0,
ASG,RMD_LR,0,0,0.0,0,0,4,2,0,
ASG,RME_DV,0,0,45.0,1,1,4,4,1,NTC-1->NTR-2
ASG,RME_LR,0,0,0.0,0,0,4,4,1,NTC-1->NTR-2
ASG,RMF,0,0,0.0,0,0,4,1,0,
ASG,RMG,0,0,0.0,0,0,4,1,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,RMH,0,0,0.0,0,0,4,1,0,
ASG,SAA,0,0,0.0,0,0,4,1,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,SDQ,0,0,0.0,0,0,4,5,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,SIA,0,0,0.0,0,0,4,5,0,
ASG,SIB,0,0,30.0,1,1,4,1,0,
ASG,SMB,0,0,677.0,2,1,4,1,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,SMD,0,0,0.0,0,0,4,2,1,NTC-1->NTR-2
ASG,URA,0,0,0.0,0,0,4,0,0,
ASG,URB,0,0,0.0,0,0,4,0,0,
ASG,URX,0,0,61.0,1,1,4,2,3,FLP-13->NPR-1;FLP-21->NPR-1;FLP-22->NPR-1
ASG,URY,0,0,0.0,0,0,4,3,0,
ASH,ADA,6,1,17862.0,2,1,2,0,0,
ASH,ADE,0,0,0.0,0,0,2,3,0,
ASH,ADF,4,1,4218.0,2,1,2,4,0,
ASH,ADL,3,1,15438.0,2,1,2,4,0,
ASH,AFD,0,0,1936.0,2,1,2,1,0,
ASH,AIA,28,1,13124.0,2,1,2,4,0,
ASH,AIB,14,1,8305.0,2,1,2,2,0,
ASH,AIM,0,0,160.0,2,1,2,2,0,
ASH,AIN,0,0,0.0,0,0,2,0,0,
ASH,AIY,2,1,117.0,2,1,2,5,1,NLP-3->CKR-2
ASH,AIZ,0,0,3143.0,4,1,2,3,0,
ASH,ALA,0,0,0.0,0,0,2,0,0,
ASH,ALM,0,0,0.0,0,0,2,4,0,
ASH,ALN,0,0,0.0,0,0,2,3,0,
ASH,AQR,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASH,ASEL,0,0,1084.0,1,1,2,5,1,FLP-21->NPR-1
ASH,ASER,0,0,2849.0,1,1,2,5,1,FLP-21->NPR-1
ASH,ASG,0,0,1378.0,2,1,2,4,1,FLP-21->NPR-1
ASH,ASI,0,0,116.0,2,1,2,5,1,NLP-3->NPR-17
ASH,ASJ,0,0,0.0,0,0,2,1,0,
ASH,ASK,1,1,2127.0,2,1,2,3,0,
ASH,AUA,0,0,188.0,1,1,2,5,1,FLP-21->NPR-1
ASH,AVA,14,1,6109.0,3,1,2,1,0,
ASH,AVB,23,1,23168.0,2,1,2,1,0,
ASH,AVD,22,1,10110.0,4,1,2,1,0,
ASH,AVE,1,1,2254.0,2,1,2,1,0,
ASH,AVF,2,1,3548.0,4,1,2,2,0,
ASH,AVH,4,1,8494.0,2,1,2,1,0,
ASH,AVJ,5,1,3033.0,4,1,2,1,0,
ASH,AVK,0,0,0.0,0,0,2,0,0,
ASH,AVL,0,0,0.0,0,0,2,1,0,
ASH,AVM,0,0,233.0,1,1,2,3,0,
ASH,AWA,1,1,6940.0,3,1,2,1,0,
ASH,AWB,4,1,6058.0,3,1,2,3,0,
ASH,BAG,0,0,0.0,0,0,2,2,0,
ASH,BDU,0,0,0.0,0,0,2,3,0,
ASH,CEP,0,0,0.0,0,0,2,3,0,
ASH,DVA,0,0,0.0,0,0,2,4,0,
ASH,DVC,0,0,0.0,0,0,2,2,0,
ASH,FLP,0,0,0.0,0,0,2,3,0,
ASH,HSN,7,1,16803.0,4,1,2,3,0,
ASH,IL1,0,0,0.0,0,0,2,1,0,
ASH,IL2_DV,0,0,0.0,0,0,2,2,0,
ASH,IL2_LR,0,0,0.0,0,0,2,3,1,FLP-21->NPR-1
ASH,OLL,0,0,0.0,0,0,2,2,0,
ASH,OLQ,0,0,164.0,1,1,2,4,1,FLP-21->NPR-1
ASH,PLN,0,0,0.0,0,0,2,1,0,
ASH,PVC,0,0,1809.0,3,1,2,2,0,
ASH,PVN,4,1,0.0,0,0,2,0,0,
ASH,PVP,0,0,2949.0,2,1,2,2,1,NLP-3->NPR-17
ASH,PVQ,0,0,3032.0,2,1,2,8,1,NLP-3->NPR-17
ASH,PVR,0,0,0.0,0,0,2,2,0,
ASH,PVT,0,0,0.0,0,0,2,4,0,
ASH,RIA,3,1,717.0,2,1,2,4,0,
ASH,RIB,0,0,0.0,0,0,2,2,0,
ASH,RIC,0,0,2901.0,2,1,2,6,0,
ASH,RID,0,0,746.0,1,1,2,3,0,
ASH,RIF,1,1,22964.0,3,1,2,2,0,
ASH,RIG,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASH,RIH,0,0,0.0,0,0,2,0,0,
ASH,RIM,0,0,4249.0,2,1,2,3,0,
ASH,RIP,0,0,804.0,1,1,2,0,0,
ASH,RIR,0,0,3097.0,2,1,2,0,0,
ASH,RIS,0,0,0.0,0,0,2,2,0,
ASH,RIV,0,0,0.0,0,0,2,2,1,FLP-21->NPR-1
ASH,RMD_DV,0,0,0.0,0,0,2,2,0,
ASH,RMD_LR,0,0,0.0,0,0,2,2,0,
ASH,RME_DV,0,0,0.0,0,0,2,4,0,
ASH,RME_LR,0,0,0.0,0,0,2,4,0,
ASH,RMF,0,0,0.0,0,0,2,1,0,
ASH,RMG,0,0,3445.0,2,1,2,1,1,FLP-21->NPR-1
ASH,RMH,0,0,0.0,0,0,2,1,0,
ASH,SAA,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASH,SDQ,0,0,0.0,0,0,2,5,1,FLP-21->NPR-1
ASH,SIA,0,0,0.0,0,0,2,5,0,
ASH,SIB,0,0,612.0,1,1,2,1,0,
ASH,SMB,0,0,2829.0,2,1,2,1,1,FLP-21->NPR-1
ASH,SMD,0,0,0.0,0,0,2,2,0,
ASH,URA,0,0,0.0,0,0,2,0,0,
ASH,URB,0,0,415.0,1,1,2,0,0,
ASH,URX,0,0,3910.0,2,1,2,2,1,FLP-21->NPR-1
ASH,URY,0,0,281.0,1,1,2,3,0,
ASI,ADA,0,0,14.0,1,1,6,0,0,
ASI,ADE,0,0,104.0,1,1,6,3,0,
ASI,ADF,0,0,1119.0,1,1,6,4,0,
ASI,ADL,0,0,773.0,1,1,6,4,0,
ASI,AFD,1,1,5026.0,3,1,6,1,0,
ASI,AIA,12,1,7677.0,3,1,6,4,1,NLP-1->NPR-11
ASI,AIB,12,1,1647.0,3,1,6,2,0,
ASI,AIM,0,0,6.0,1,1,6,2,0,
ASI,AIN,0,0,6371.0,3,1,6,0,0,
ASI,AIY,1,1,8329.0,3,1,6,5,1,NLP-1->NPR-11
ASI,AIZ,0,0,141.0,2,1,6,3,0,
ASI,ALA,0,0,0.0,0,0,6,0,0,
ASI,ALM,0,0,0.0,0,0,6,4,1,PDF-1->PDFR-1
ASI,ALN,0,0,0.0,0,0,6,3,0,
ASI,AQR,0,0,0.0,0,0,6,1,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,ASEL,0,0,7127.0,2,1,6,5,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,ASER,0,0,11195.0,2,1,6,5,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,ASG,5,1,15088.0,2,1,6,4,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,ASH,0,0,116.0,2,1,6,8,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,ASJ,0,0,1313.0,2,1,6,1,0,
ASI,ASK,2,1,2880.0,2,1,6,3,0,
ASI,AUA,0,0,61.0,1,1,6,5,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,AVA,0,0,4689.0,2,1,6,1,0,
ASI,AVB,0,0,0.0,0,0,6,1,0,
ASI,AVD,0,0,0.0,0,0,6,1,1,PDF-1->PDFR-1
ASI,AVE,0,0,0.0,0,0,6,1,0,
ASI,AVF,0,0,0.0,0,0,6,2,1,PDF-1->PDFR-1
ASI,AVH,0,0,0.0,0,0,6,1,0,
ASI,AVJ,0,0,0.0,0,0,6,1,0,
ASI,AVK,0,0,0.0,0,0,6,0,0,
ASI,AVL,0,0,0.0,0,0,6,1,0,
ASI,AVM,0,0,0.0,0,0,6,3,1,PDF-1->PDFR-1
ASI,AWA,3,1,684.0,3,1,6,1,0,
ASI,AWB,0,0,2377.0,2,1,6,3,0,
ASI,BAG,1,1,0.0,0,0,6,2,0,
ASI,BDU,0,0,0.0,0,0,6,3,0,
ASI,CEP,0,0,1342.0,4,1,6,3,0,
ASI,DVA,0,0,0.0,0,0,6,4,0,
ASI,DVC,0,0,0.0,0,0,6,2,0,
ASI,FLP,0,0,0.0,0,0,6,3,1,PDF-1->PDFR-1
ASI,HSN,0,0,0.0,0,0,6,3,0,
ASI,IL1,0,0,878.0,4,1,6,1,0,
ASI,IL2_DV,0,0,248.0,2,1,6,2,0,
ASI,IL2_LR,0,0,460.0,2,1,6,3,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,OLL,0,0,614.0,2,1,6,2,1,PDF-1->PDFR-1
ASI,OLQ,0,0,227.0,1,1,6,4,3,FLP-2->NPR-1;FLP-21->NPR-1;PDF-1->PDFR-1
ASI,PLN,0,0,0.0,0,0,6,1,0,
ASI,PVC,0,0,0.0,0,0,6,2,1,PDF-1->PDFR-1
ASI,PVN,0,0,0.0,0,0,6,0,0,
ASI,PVP,0,0,0.0,0,0,6,2,0,
ASI,PVQ,0,0,0.0,0,0,6,8,1,PDF-1->PDFR-1
ASI,PVR,0,0,0.0,0,0,6,2,0,
ASI,PVT,0,0,0.0,0,0,6,4,0,
ASI,RIA,2,1,200.0,2,1,6,4,0,
ASI,RIB,0,0,1200.0,2,1,6,2,0,
ASI,RIC,0,0,0.0,0,0,6,6,0,
ASI,RID,0,0,2607.0,2,1,6,3,0,
ASI,RIF,0,0,0.0,0,0,6,2,1,PDF-1->PDFR-1
ASI,RIG,0,0,0.0,0,0,6,1,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,RIH,0,0,0.0,0,0,6,0,0,
ASI,RIM,0,0,237.0,2,1,6,3,0,
ASI,RIP,0,0,0.0,0,0,6,0,0,
ASI,RIR,0,0,0.0,0,0,6,0,0,
ASI,RIS,0,0,0.0,0,0,6,2,0,
ASI,RIV,0,0,125.0,1,1,6,2,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,RMD_DV,0,0,0.0,0,0,6,2,0,
ASI,RMD_LR,0,0,0.0,0,0,6,2,0,
ASI,RME_DV,0,0,0.0,0,0,6,4,1,PDF-1->PDFR-1
ASI,RME_LR,0,0,0.0,0,0,6,4,1,PDF-1->PDFR-1
ASI,RMF,0,0,3352.0,2,1,6,1,0,
ASI,RMG,0,0,0.0,0,0,6,1,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,RMH,0,0,0.0,0,0,6,1,0,
ASI,SAA,0,0,421.0,2,1,6,1,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,SDQ,0,0,0.0,0,0,6,5,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,SIA,0,0,0.0,0,0,6,5,0,
ASI,SIB,0,0,0.0,0,0,6,1,0,
ASI,SMB,0,0,0.0,0,0,6,1,2,FLP-2->NPR-1;FLP-21->NPR-1
ASI,SMD,0,0,0.0,0,0,6,2,0,
ASI,URA,0,0,0.0,0,0,6,0,0,
ASI,URB,0,0,0.0,0,0,6,0,0,
ASI,URX,0,0,80.0,1,1,6,2,3,FLP-2->NPR-1;FLP-21->NPR-1;PDF-1->PDFR-1
ASI,URY,0,0,182.0,3,1,6,3,1,PDF-1->PDFR-1
ASJ,ADA,0,0,0.0,0,0,2,0,0,
ASJ,ADE,0,0,440.0,2,1,2,3,0,
ASJ,ADF,0,0,0.0,0,0,2,4,0,
ASJ,ADL,0,0,3.0,1,1,2,4,0,
ASJ,AFD,0,0,0.0,0,0,2,1,0,
ASJ,AIA,1,1,4404.0,2,1,2,4,0,
ASJ,AIB,0,0,0.0,0,0,2,2,0,
ASJ,AIM,0,0,20656.0,3,1,2,2,0,
ASJ,AIN,0,0,870.0,2,1,2,0,0,
ASJ,AIY,0,0,0.0,0,0,2,5,1,NLP-3->CKR-2
ASJ,AIZ,0,0,0.0,0,0,2,3,0,
ASJ,ALA,0,0,8345.0,2,1,2,0,0,
ASJ,ALM,0,0,255.0,1,1,2,4,0,
ASJ,ALN,0,0,173.0,2,1,2,3,0,
ASJ,AQR,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASJ,ASEL,0,0,853.0,1,1,2,5,1,FLP-21->NPR-1
ASJ,ASER,0,0,1094.0,1,1,2,5,1,FLP-21->NPR-1
ASJ,ASG,1,1,410.0,2,1,2,4,1,FLP-21->NPR-1
ASJ,ASH,0,0,0.0,0,0,2,8,1,FLP-21->NPR-1
ASJ,ASI,0,0,1313.0,2,1,2,5,1,NLP-3->NPR-17
ASJ,ASK,11,1,19649.0,3,1,2,3,0,
ASJ,AUA,0,0,0.0,0,0,2,5,1,FLP-21->NPR-1
ASJ,AVA,0,0,92.0,1,1,2,1,0,
ASJ,AVB,0,0,0.0,0,0,2,1,0,
ASJ,AVD,0,0,737.0,2,1,2,1,0,
ASJ,AVE,0,0,0.0,0,0,2,1,0,
ASJ,AVF,0,0,14518.0,4,1,2,2,0,
ASJ,AVH,0,0,36.0,1,1,2,1,0,
ASJ,AVJ,0,0,274.0,3,1,2,1,0,
ASJ,AVK,0,0,0.0,0,0,2,0,0,
ASJ,AVL,0,0,0.0,0,0,2,1,0,
ASJ,AVM,0,0,0.0,0,0,2,3,0,
ASJ,AWA,0,0,32.0,1,1,2,1,0,
ASJ,AWB,0,0,2010.0,2,1,2,3,0,
ASJ,BAG,0,0,0.0,0,0,2,2,0,
ASJ,BDU,0,0,0.0,0,0,2,3,0,
ASJ,CEP,0,0,1769.0,4,1,2,3,0,
ASJ,DVA,0,0,0.0,0,0,2,4,0,
ASJ,DVC,0,0,0.0,0,0,2,2,0,
ASJ,FLP,0,0,0.0,0,0,2,3,0,
ASJ,HSN,2,1,9041.0,4,1,2,3,0,
ASJ,IL1,0,0,1525.0,2,1,2,1,0,
ASJ,IL2_DV,0,0,0.0,0,0,2,2,0,
ASJ,IL2_LR,0,0,518.0,2,1,2,3,1,FLP-21->NPR-1
ASJ,OLL,0,0,397.0,2,1,2,2,0,
ASJ,OLQ,0,0,141.0,1,1,2,4,1,FLP-21->NPR-1
ASJ,PLN,0,0,45.0,1,1,2,1,0,
ASJ,PVC,0,0,0.0,0,0,2,2,0,
ASJ,PVN,1,1,0.0,0,0,2,0,0,
ASJ,PVP,0,0,0.0,0,0,2,2,1,NLP-3->NPR-17
ASJ,PVQ,24,1,48935.0,3,1,2,8,1,NLP-3->NPR-17
ASJ,PVR,0,0,0.0,0,0,2,2,0,
ASJ,PVT,0,0,0.0,0,0,2,4,0,
ASJ,RIA,0,0,0.0,0,0,2,4,0,
ASJ,RIB,0,0,565.0,2,1,2,2,0,
ASJ,RIC,0,0,0.0,0,0,2,6,0,
ASJ,RID,0,0,430.0,1,1,2,3,0,
ASJ,RIF,0,0,48.0,1,1,2,2,0,
ASJ,RIG,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASJ,RIH,0,0,0.0,0,0,2,0,0,
ASJ,RIM,0,0,0.0,0,0,2,3,0,
ASJ,RIP,0,0,0.0,0,0,2,0,0,
ASJ,RIR,0,0,0.0,0,0,2,0,0,
ASJ,RIS,0,0,0.0,0,0,2,2,0,
ASJ,RIV,0,0,0.0,0,0,2,2,1,FLP-21->NPR-1
ASJ,RMD_DV,0,0,0.0,0,0,2,2,0,
ASJ,RMD_LR,0,0,912.0,2,1,2,2,0,
ASJ,RME_DV,0,0,0.0,0,0,2,4,0,
ASJ,RME_LR,0,0,0.0,0,0,2,4,0,
ASJ,RMF,0,0,0.0,0,0,2,1,0,
ASJ,RMG,0,0,1557.0,2,1,2,1,1,FLP-21->NPR-1
ASJ,RMH,0,0,0.0,0,0,2,1,0,
ASJ,SAA,0,0,0.0,0,0,2,1,1,FLP-21->NPR-1
ASJ,SDQ,0,0,0.0,0,0,2,5,1,FLP-21->NPR-1
ASJ,SIA,0,0,528.0,2,1,2,5,0,
ASJ,SIB,0,0,296.0,2,1,2,1,0,
ASJ,SMB,0,0,1683.0,2,1,2,1,1,FLP-21->NPR-1
ASJ,SMD,0,0,87.0,1,1,2,2,0,
ASJ,URA,0,0,0.0,0,0,2,0,0,
ASJ,URB,0,0,0.0,0,0,2,0,0,
ASJ,URX,0,0,901.0,2,1,2,2,1,FLP-21->NPR-1
ASJ,URY,0,0,0.0,0,0,2,3,0,
ASK,ADA,0,0,7.0,1,1,3,0,0,
ASK,ADE,0,0,0.0,0,0,3,3,0,
ASK,ADF,0,0,10412.0,2,1,3,4,0,
ASK,ADL,4,1,30528.0,3,1,3,4,0,
ASK,AFD,0,0,475.0,1,1,3,1,0,
ASK,AIA,42,1,44686.0,4,1,3,4,0,
ASK,AIB,15,1,9316.0,2,1,3,2,0,
ASK,AIM,12,1,4048.0,2,1,3,2,0,
ASK,AIN,2,1,4104.0,2,1,3,0,0,
ASK,AIY,0,0,155.0,1,1,3,5,0,
ASK,AIZ,0,0,0.0,0,0,3,3,0,
ASK,ALA,0,0,4875.0,2,1,3,0,0,
ASK,ALM,0,0,0.0,0,0,3,4,1,PDF-1->PDFR-1
ASK,ALN,0,0,0.0,0,0,3,3,0,
ASK,AQR,0,0,0.0,0,0,3,1,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,ASEL,0,0,2320.0,1,1,3,5,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,ASER,0,0,1897.0,2,1,3,5,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,ASG,1,1,979.0,2,1,3,4,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,ASH,1,1,2127.0,2,1,3,8,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,ASI,1,1,2880.0,2,1,3,5,0,
ASK,ASJ,0,0,19649.0,3,1,3,1,0,
ASK,AUA,0,0,0.0,0,0,3,5,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,AVA,0,0,406.0,1,1,3,1,0,
ASK,AVB,0,0,138.0,2,1,3,1,0,
ASK,AVD,1,1,53.0,1,1,3,1,1,PDF-1->PDFR-1
ASK,AVE,0,0,0.0,0,0,3,1,0,
ASK,AVF,0,0,3915.0,3,1,3,2,1,PDF-1->PDFR-1
ASK,AVH,0,0,105.0,1,1,3,1,0,
ASK,AVJ,1,1,57.0,1,1,3,1,0,
ASK,AVK,0,0,0.0,0,0,3,0,0,
ASK,AVL,0,0,0.0,0,0,3,1,0,
ASK,AVM,0,0,0.0,0,0,3,3,1,PDF-1->PDFR-1
ASK,AWA,0,0,4701.0,2,1,3,1,0,
ASK,AWB,0,0,642.0,1,1,3,3,0,
ASK,BAG,0,0,0.0,0,0,3,2,0,
ASK,BDU,0,0,0.0,0,0,3,3,0,
ASK,CEP,0,0,308.0,1,1,3,3,0,
ASK,DVA,0,0,0.0,0,0,3,4,0,
ASK,DVC,0,0,0.0,0,0,3,2,0,
ASK,FLP,0,0,0.0,0,0,3,3,1,PDF-1->PDFR-1
ASK,HSN,3,1,11447.0,4,1,3,3,0,
ASK,IL1,0,0,69.0,1,1,3,1,0,
ASK,IL2_DV,0,0,0.0,0,0,3,2,0,
ASK,IL2_LR,0,0,68.0,1,1,3,3,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,OLL,0,0,83.0,1,1,3,2,1,PDF-1->PDFR-1
ASK,OLQ,0,0,0.0,0,0,3,4,3,FLP-13->NPR-1;FLP-21->NPR-1;PDF-1->PDFR-1
ASK,PLN,0,0,0.0,0,0,3,1,0,
ASK,PVC,0,0,0.0,0,0,3,2,1,PDF-1->PDFR-1
ASK,PVN,1,1,279.0,1,1,3,0,0,
ASK,PVP,0,0,0.0,0,0,3,2,0,
ASK,PVQ,0,0,29166.0,4,1,3,8,1,PDF-1->PDFR-1
ASK,PVR,0,0,0.0,0,0,3,2,0,
ASK,PVT,0,0,0.0,0,0,3,4,0,
ASK,RIA,0,0,14391.0,2,1,3,4,0,
ASK,RIB,0,0,12.0,1,1,3,2,0,
ASK,RIC,0,0,0.0,0,0,3,6,0,
ASK,RID,0,0,291.0,2,1,3,3,0,
ASK,RIF,0,0,2046.0,2,1,3,2,1,PDF-1->PDFR-1
ASK,RIG,0,0,0.0,0,0,3,1,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,RIH,0,0,0.0,0,0,3,0,0,
ASK,RIM,0,0,201.0,1,1,3,3,0,
ASK,RIP,0,0,0.0,0,0,3,0,0,
ASK,RIR,0,0,0.0,0,0,3,0,0,
ASK,RIS,0,0,0.0,0,0,3,2,0,
ASK,RIV,0,0,716.0,1,1,3,2,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,RMD_DV,0,0,0.0,0,0,3,2,0,
ASK,RMD_LR,0,0,0.0,0,0,3,2,0,
ASK,RME_DV,0,0,0.0,0,0,3,4,1,PDF-1->PDFR-1
ASK,RME_LR,0,0,0.0,0,0,3,4,1,PDF-1->PDFR-1
ASK,RMF,0,0,0.0,0,0,3,1,0,
ASK,RMG,1,1,321.0,2,1,3,1,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,RMH,0,0,0.0,0,0,3,1,0,
ASK,SAA,0,0,0.0,0,0,3,1,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,SDQ,0,0,0.0,0,0,3,5,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,SIA,0,0,51.0,1,1,3,5,0,
ASK,SIB,0,0,28.0,1,1,3,1,0,
ASK,SMB,0,0,740.0,1,1,3,1,2,FLP-13->NPR-1;FLP-21->NPR-1
ASK,SMD,0,0,16657.0,2,1,3,2,0,
ASK,URA,0,0,0.0,0,0,3,0,0,
ASK,URB,0,0,0.0,0,0,3,0,0,
ASK,URX,0,0,8483.0,2,1,3,2,3,FLP-13->NPR-1;FLP-21->NPR-1;PDF-1->PDFR-1
ASK,URY,0,0,0.0,0,0,3,3,1,PDF-1->PDFR-1
AUA,ADA,0,0,0.0,0,0,2,0,0,
AUA,ADE,0,0,0.0,0,0,2,3,0,
AUA,ADF,0,0,22205.0,3,1,2,4,1,FLP-11->NPR-5
AUA,ADL,0,0,0.0,0,0,2,4,0,
AUA,AFD,0,0,15869.0,3,1,2,1,0,
AUA,AIA,0,0,0.0,0,0,2,4,1,FLP-11->NPR-5
AUA,AIB,0,0,579.0,3,1,2,2,0,
AUA,AIM,0,0,0.0,0,0,2,2,0,
AUA,AIN,0,0,14576.0,4,1,2,0,0,
AUA,AIY,0,0,12553.0,3,1,2,5,0,
AUA,AIZ,0,0,4344.0,3,1,2,3,0,
AUA,ALA,0,0,0.0,0,0,2,0,0,
AUA,ALM,0,0,0.0,0,0,2,4,0,
AUA,ALN,0,0,0.0,0,0,2,3,0,
AUA,AQR,0,0,238.0,2,1,2,1,1,FLP-11->NPR-1
AUA,ASEL,0,0,4469.0,2,1,2,5,2,FLP-11->NPR-1;FLP-11->NPR-5
