wbgene,symbol,freq_pre,freq_post,freq_max,coef_pre_mean,coef_post_mean
WBGene00015974,snrp-40.2,0.0,0.01,0.01,0.0,0.002084286052504944
WBGene00009387,glb-15,0.01,0.0,0.01,0.0004230487466857409,0.0
WBGene00006486,zipt-16,0.0,0.01,0.01,0.0,-6.200486150535338e-05
WBGene00012777,lact-8,0.01,0.0,0.01,0.00010893528990363755,0.0
WBGene00009328,F32D8.3,0.01,0.0,0.01,0.000547854184103125,0.0
WBGene00014119,ZK858.6,0.01,0.0,0.01,6.539949322573443e-05,0.0
WBGene00001843,hgo-1,0.0,0.01,0.01,0.0,-0.0007496077548229229
WBGene00009478,syx-7,0.0,0.01,0.01,0.0,0.00023112500746808954
WBGene00077455,Y69H2.17,0.01,0.0,0.01,0.00031369030751417925,0.0
WBGene00019710,M01E11.1,0.0,0.01,0.01,0.0,1.4294656837100729e-05
WBGene00019076,mrpl-24,0.01,0.0,0.01,-0.00010978349076406846,0.0
WBGene00016866,coel-1,0.01,0.01,0.01,3.9258759238073394e-05,-0.000164048926348116
WBGene00044053,C01G12.12,0.01,0.0,0.01,2.7618933935722943e-05,0.0
WBGene00003392,mog-4,0.0,0.01,0.01,0.0,0.0025178754747003968
WBGene00013096,mcd-1,0.0,0.01,0.01,0.0,-8.612849369197353e-06
WBGene00013210,Y54G9A.7,0.01,0.01,0.01,-0.00017589387418629222,0.00017784607401408382
WBGene00009741,drr-1,0.0,0.01,0.01,0.0,0.00013143115740126875
WBGene00008918,pigt-1,0.0,0.01,0.01,0.0,8.899780394224081e-05
WBGene00077761,zip-9,0.01,0.0,0.01,4.7460965146919765e-05,0.0
WBGene00009326,F32D8.1,0.01,0.01,0.01,0.0004427413891369127,2.233229648832224e-05
WBGene00077658,M106.8,0.01,0.0,0.01,7.386979425209298e-05,0.0
WBGene00013255,tric-1B.1,0.01,0.0,0.01,0.00016301759502754175,0.0
WBGene00012325,W07A12.8,0.01,0.0,0.01,0.0007605298504129006,0.0
WBGene00019264,H35B03.2,0.01,0.01,0.01,-0.0001336898057127597,-2.004311874134801e-05
WBGene00020463,cec-6,0.01,0.0,0.01,-0.00011014985695762314,0.0
WBGene00021156,Y4C6B.2,0.0,0.01,0.01,0.0,-0.00013945210191424677
WBGene00016055,C24D10.4,0.0,0.01,0.01,0.0,3.07008586387889e-06
WBGene00006617,tars-1,0.0,0.01,0.01,0.0,-8.559621322875476e-05
WBGene00007951,dmsr-8,0.0,0.01,0.01,0.0,-6.479319017979794e-06
WBGene00007102,B0024.13,0.0,0.01,0.01,0.0,0.0003052790193350475
WBGene00001053,dop-2,0.01,0.0,0.01,-0.0002516562692291113,0.0
WBGene00008546,gfat-1,0.0,0.01,0.01,0.0,-1.3704617477104293e-06
WBGene00012155,VW02B12L.2,0.01,0.0,0.01,0.00016002442678490525,0.0
WBGene00003509,mxl-1,0.01,0.0,0.01,-2.1539483084292237e-07,0.0
WBGene00017628,F20B6.4,0.0,0.01,0.01,0.0,0.0005545386251456911
WBGene00015953,C18B2.2,0.01,0.0,0.01,-0.0001563407423639669,0.0
WBGene00004900,snf-1,0.01,0.0,0.01,-0.00029797235095206084,0.0
WBGene00001986,hot-1,0.01,0.0,0.01,-5.79627879191454e-07,0.0
WBGene00000257,bmk-1,0.01,0.0,0.01,0.0003267209093698142,0.0
WBGene00010867,tag-260,0.0,0.01,0.01,0.0,-0.0004476079791235969
WBGene00009455,phip-1,0.01,0.0,0.01,0.00010932674849871229,0.0
WBGene00007979,imp-1,0.01,0.0,0.01,-7.389752883050424e-05,0.0
WBGene00010564,ath-1,0.01,0.0,0.01,2.912820312502254e-06,0.0
WBGene00013543,Y75B8A.6,0.01,0.0,0.01,-2.6018899891893706e-05,0.0
WBGene00020839,usp-5,0.01,0.0,0.01,5.19807002782952e-06,0.0
WBGene00010741,lgc-49,0.01,0.0,0.01,0.0002513364308408726,0.0
WBGene00007502,glb-4,0.0,0.01,0.01,0.0,-0.0005287648620271
WBGene00007500,nasp-1,0.01,0.0,0.01,0.000515345937157918,0.0
WBGene00010405,erfa-3,0.01,0.0,0.01,0.002242752341331545,0.0
WBGene00001207,egl-43,0.0,0.01,0.01,0.0,-5.984622136833514e-05
WBGene00045517,R11D1.13,0.0,0.01,0.01,0.0,0.0006859521963561931
WBGene00007585,C14C10.2,0.01,0.01,0.01,-7.026701130294068e-05,0.00010902080593780276
WBGene00008452,mrps-5,0.01,0.01,0.01,-0.00010413994733490562,-8.665488220599379e-05
WBGene00010204,F57F5.1,0.01,0.0,0.01,4.804826291974847e-06,0.0
WBGene00219317,F31E3.12,0.01,0.01,0.01,0.00026832192279061136,-0.00018203751561791945
WBGene00008114,C46C2.6,0.0,0.01,0.01,0.0,-5.9854418663787415e-05
WBGene00001105,dsl-3,0.01,0.0,0.01,0.0002619186878506663,0.0
WBGene00022588,ZC317.2,0.01,0.0,0.01,0.0003776882274993474,0.0
WBGene00019163,ubxn-6,0.0,0.01,0.01,0.0,-7.621692297759744e-05
WBGene00001324,eor-1,0.01,0.0,0.01,0.00010005518643569515,0.0
WBGene00017597,F19C7.8,0.0,0.01,0.01,0.0,5.466033577772463e-05
WBGene00015250,B0546.3,0.01,0.01,0.01,-0.00015200434142527837,-6.560665669319223e-06
WBGene00008339,C55A6.10,0.01,0.0,0.01,6.523631035615359e-05,0.0
WBGene00010192,F57B7.2,0.0,0.01,0.01,0.0,0.00039536529871113434
WBGene00011381,npr-25,0.0,0.01,0.01,0.0,0.00020198563648500612
WBGene00270321,Y41C4A.32,0.01,0.0,0.01,-3.39979354616851e-05,0.0
WBGene00195887,Y47D3A.33,0.0,0.01,0.01,0.0,-0.0002667979606986287
WBGene00015159,psd-1,0.0,0.01,0.01,0.0,-0.0003893163381459983
WBGene00011081,R07B1.9,0.01,0.0,0.01,-6.611317883432484e-05,0.0
WBGene00004998,spp-13,0.01,0.0,0.01,0.0011648034447021404,0.0
WBGene00008532,dpt-1,0.01,0.01,0.01,-1.4325005027773827e-05,-2.910357104867155e-07
WBGene00007912,C34B7.2,0.0,0.01,0.01,0.0,0.00015201350282970452
WBGene00003788,npp-2,0.0,0.01,0.01,0.0,-2.7605972833609098e-05
WBGene00005068,srb-3,0.0,0.01,0.01,0.0,-0.00011234065320760666
WBGene00016018,C23H3.2,0.01,0.0,0.01,0.00037977184145705035,0.0
WBGene00007121,B0250.4,0.01,0.0,0.01,-0.0004345616156016727,0.0
WBGene00012446,nhr-230,0.0,0.01,0.01,0.0,0.0025831611489900864
WBGene00009190,F27D4.6,0.0,0.01,0.01,0.0,0.00014846613493793234
WBGene00011663,T09F3.4,0.01,0.0,0.01,-0.00015447332482140298,0.0
WBGene00009365,F33H1.4,0.0,0.01,0.01,0.0,0.0014822750395991446
WBGene00001447,flp-4,0.0,0.01,0.01,0.0,5.9707968415333374e-05
WBGene00019726,bris-1,0.01,0.0,0.01,-2.775539497023632e-05,0.0
WBGene00044690,M02B7.7,0.0,0.01,0.01,0.0,-0.00011882979066362291
WBGene00048436,21ur-1232,0.01,0.0,0.01,0.0004030752935871499,0.0
WBGene00020208,T04C4.1,0.0,0.01,0.01,0.0,0.00015246807776412097
WBGene00007474,C08H9.15,0.01,0.0,0.01,0.0004820448200885239,0.0
WBGene00011672,cyp-13A5,0.0,0.01,0.01,0.0,4.609662258176764e-05
WBGene00001061,dpl-1,0.0,0.01,0.01,0.0,0.00014886646105259703
WBGene00001527,gcs-1,0.01,0.0,0.01,9.475290574405624e-05,0.0
WBGene00019432,knl-2,0.01,0.0,0.01,0.00011312446070880498,0.0
WBGene00003798,npp-12,0.01,0.0,0.01,-7.396344374335826e-05,0.0
WBGene00020742,T23H2.3,0.01,0.01,0.01,-0.0007584139865701762,-3.0365925075137306e-05
WBGene00007178,B0457.2,0.01,0.01,0.01,0.0001566504019151755,6.321036454916227e-05
WBGene00007916,C34C6.3,0.0,0.01,0.01,0.0,0.0005464076692440109
WBGene00009203,aptf-3,0.0,0.01,0.01,0.0,-0.00019098493882840857
WBGene00011640,T09A5.14,0.0,0.01,0.01,0.0,4.0939772209856486e-05
WBGene00018250,F40H3.2,0.0,0.01,0.01,0.0,0.00024156568748798826
WBGene00009140,F26A3.1,0.0,0.01,0.01,0.0,2.381036905439568e-05
WBGene00003552,nas-36,0.01,0.0,0.01,4.495676435309616e-06,0.0
WBGene00008316,dod-18,0.01,0.0,0.01,-1.4376355569924405e-05,0.0
WBGene00011914,pigu-1,0.01,0.0,0.01,-7.121167805227225e-05,0.0
WBGene00011230,nud-2,0.01,0.0,0.01,-1.893697115826449e-05,0.0
WBGene00077551,H15N14.3,0.01,0.01,0.01,-0.0003825145437505933,0.0005205697110590608
WBGene00005131,srd-53,0.01,0.0,0.01,0.00017773738431987952,0.0
WBGene00010872,M05B5.4,0.0,0.01,0.01,0.0,-3.693576497465849e-05
WBGene00003143,max-1,0.01,0.0,0.01,0.00025012295526600684,0.0
WBGene00001475,fmi-1,0.0,0.01,0.01,0.0,0.00017051899966343779
WBGene00001813,haf-3,0.01,0.0,0.01,6.634914054620201e-05,0.0
WBGene00001701,grd-12,0.01,0.0,0.01,0.0002901086890300879,0.0
WBGene00006836,unc-112,0.01,0.0,0.01,8.867362236428495e-05,0.0
WBGene00009081,F23B12.4,0.01,0.01,0.01,0.00027223764744619674,0.001987534210933652
WBGene00010044,F54C9.9,0.0,0.01,0.01,0.0,-6.898887174955072e-06
WBGene00018064,cdc-73,0.01,0.0,0.01,1.909667548718725e-05,0.0
WBGene00022635,ZC581.9,0.01,0.01,0.01,3.5183383577247607e-05,0.00046213203417503804
WBGene00006624,try-6,0.0,0.01,0.01,0.0,-2.0811239946686677e-07
WBGene00000819,csp-1,0.0,0.01,0.01,0.0,0.0004215154755725355
WBGene00009248,F29C12.6,0.0,0.01,0.01,0.0,0.00019742366198919822
WBGene00000528,clh-1,0.0,0.01,0.01,0.0,0.0002776933002777277
WBGene00003129,map-1,0.0,0.01,0.01,0.0,1.43514622066392e-06
WBGene00006769,unc-33,0.0,0.01,0.01,0.0,0.0002970426742524365
WBGene00019048,F58E2.4,0.01,0.0,0.01,-3.511370097978314e-06,0.0
WBGene00002180,jtr-1,0.01,0.0,0.01,-0.0003328418374750447,0.0
WBGene00013352,lon-8,0.01,0.01,0.01,0.0001771489306016017,0.0008871308369428618
WBGene00003674,nhr-84,0.01,0.0,0.01,0.0001243492657149574,0.0
WBGene00003821,nst-1,0.01,0.0,0.01,-1.8791197090457023e-05,0.0
WBGene00008227,C50B8.5,0.01,0.0,0.01,0.00048761716004918016,0.0
WBGene00008225,nuaf-1,0.01,0.0,0.01,7.80996189678109e-05,0.0
WBGene00000639,col-63,0.01,0.0,0.01,-0.0002380686103172079,0.0
WBGene00001214,ego-1,0.0,0.01,0.01,0.0,0.00039430686007537434
WBGene00021358,Y37E11AL.2,0.01,0.0,0.01,-0.00017388282555343495,0.0
WBGene00013187,npr-34,0.01,0.0,0.01,2.716543900637473e-06,0.0
WBGene00010722,K09E4.4,0.01,0.0,0.01,0.0004894423095053546,0.0
WBGene00003074,lars-2,0.0,0.01,0.01,0.0,0.0021345757751627405
WBGene00008767,F13G3.7,0.01,0.0,0.01,4.0673405222149145e-06,0.0
WBGene00002183,kat-1,0.01,0.0,0.01,-0.00021071581435008605,0.0
WBGene00016630,acer-1,0.01,0.0,0.01,-2.0434944011073516e-05,0.0
WBGene00013584,nhr-243,0.01,0.0,0.01,-1.3776942448827771e-06,0.0
WBGene00011759,mrps-18B,0.0,0.01,0.01,0.0,-9.498642639748507e-05
WBGene00284867,T22B7.22,0.0,0.01,0.01,0.0,-0.0001387966939245855
WBGene00008436,DH11.2,0.01,0.0,0.01,-4.363556425238166e-05,0.0
WBGene00003448,msp-55,0.0,0.01,0.01,0.0,-0.0005879325583018193
WBGene00007340,C05D12.2,0.01,0.0,0.01,-5.4103901660496355e-05,0.0
WBGene00044909,C48D1.7,0.01,0.0,0.01,-6.623627640255579e-05,0.0
WBGene00016580,ppm-1.H,0.0,0.01,0.01,0.0,-0.0004742600617454455
WBGene00304811,E02D9.3,0.01,0.0,0.01,-0.00036472677626594985,0.0
WBGene00022428,Y104H12D.4,0.0,0.01,0.01,0.0,2.8519427593922867e-06
WBGene00020647,pqbp-1.1,0.01,0.0,0.01,-3.494034193401305e-05,0.0
WBGene00021655,Y48A5A.1,0.0,0.01,0.01,0.0,-1.1436717739443142e-05
WBGene00006738,ulp-3,0.01,0.0,0.01,-0.00024780093053094305,0.0
WBGene00020368,ast-1,0.01,0.0,0.01,2.674919648672197e-05,0.0
WBGene00021191,Y14H12B.1,0.0,0.01,0.01,0.0,-0.00013408639505088757
WBGene00013826,Y116F11B.10,0.0,0.01,0.01,0.0,-1.9139234756590888e-06
WBGene00019890,R05F9.6,0.0,0.01,0.01,0.0,-2.488536865124437e-06
WBGene00016310,C32D5.1,0.01,0.0,0.01,0.0004164285216862762,0.0
WBGene00019854,R03H10.1,0.01,0.01,0.01,-3.6739386010322354e-05,0.0016448427368015535
WBGene00014941,Y67H2A.9,0.0,0.01,0.01,0.0,1.3314699039011987e-05
WBGene00005003,spp-18,0.01,0.01,0.01,-0.0006716778697318435,-3.16007870112727e-06
WBGene00012428,Y11D7A.3,0.0,0.01,0.01,0.0,-0.0006410935800003219
WBGene00019020,F57H12.5,0.0,0.01,0.01,0.0,-3.816746140633978e-05
WBGene00019019,frpr-10,0.0,0.01,0.01,0.0,-0.00018324690466763684
WBGene00010871,M05B5.3,0.01,0.0,0.01,-5.5287994903686814e-05,0.0
WBGene00001041,dnj-23,0.01,0.0,0.01,-4.76017830419197e-05,0.0
WBGene00004860,sma-6,0.0,0.01,0.01,0.0,1.9998539686206353e-05
WBGene00010060,F54E4.4,0.01,0.0,0.01,-0.00015293065797224056,0.0
WBGene00008600,F09A5.3,0.0,0.01,0.01,0.0,8.581019931657742e-05
WBGene00009675,F44A6.3,0.01,0.0,0.01,0.00021255341394408225,0.0
WBGene00006571,tim-1,0.0,0.01,0.01,0.0,-9.519170287967267e-05
WBGene00013239,Y56A3A.22,0.0,0.01,0.01,0.0,0.00012301575980182332
WBGene00016679,C45G9.8,0.0,0.01,0.01,0.0,0.00037112495657400075
WBGene00185088,Y55F3BL.4,0.0,0.01,0.01,0.0,-1.3162373839603433e-06
WBGene00018935,skr-18,0.01,0.0,0.01,3.055835653738375e-05,0.0
WBGene00019664,K11H12.8,0.0,0.01,0.01,0.0,3.879779970575158e-06
WBGene00044502,C46G7.5,0.0,0.01,0.01,0.0,0.00035136688754711814
WBGene00016594,C42D4.1,0.01,0.0,0.01,-0.00010863450403205079,0.0
WBGene00015089,B0252.5,0.0,0.01,0.01,0.0,6.533918355025406e-05
WBGene00022301,cpsf-1,0.01,0.0,0.01,0.0002715235632230668,0.0
WBGene00022296,xpc-1,0.0,0.01,0.01,0.0,-1.9005211296576656e-05
WBGene00013517,lgc-52,0.0,0.0,0.0,0.0,0.0
WBGene00019822,ints-13,0.0,0.0,0.0,0.0,0.0
WBGene00019820,cogc-8,0.0,0.0,0.0,0.0,0.0
WBGene00044789,T07A9.14,0.0,0.0,0.0,0.0,0.0
WBGene00019658,K11H12.1,0.0,0.0,0.0,0.0,0.0
WBGene00021935,mrpl-46,0.0,0.0,0.0,0.0,0.0
WBGene00003779,nob-1,0.0,0.0,0.0,0.0,0.0
WBGene00013043,arrd-16,0.0,0.0,0.0,0.0,0.0
WBGene00022310,Y77E11A.7,0.0,0.0,0.0,0.0,0.0
WBGene00004338,rfc-2,0.0,0.0,0.0,0.0,0.0
WBGene00018777,F53H1.3,0.0,0.0,0.0,0.0,0.0
WBGene00021123,W09G12.9,0.0,0.0,0.0,0.0,0.0
WBGene00003893,ost-1,0.0,0.0,0.0,0.0,0.0
WBGene00021932,cox-18,0.0,0.0,0.0,0.0,0.0
WBGene00021931,Y55F3AM.14,0.0,0.0,0.0,0.0,0.0
WBGene00019761,M03F8.1,0.0,0.0,0.0,0.0,0.0
WBGene00018157,lron-6,0.0,0.0,0.0,0.0,0.0
WBGene00044569,C25F6.8,0.0,0.0,0.0,0.0,0.0
WBGene00006643,tsp-17,0.0,0.0,0.0,0.0,0.0
WBGene00044082,D1086.12,0.0,0.0,0.0,0.0,0.0
WBGene00138719,F26F2.10,0.0,0.0,0.0,0.0,0.0
WBGene00009754,F46A9.1,0.0,0.0,0.0,0.0,0.0
WBGene00015412,lgc-9,0.0,0.0,0.0,0.0,0.0
WBGene00044145,M163.9,0.0,0.0,0.0,0.0,0.0
WBGene00000548,clr-1,0.0,0.0,0.0,0.0,0.0
WBGene00001588,ggr-3,0.0,0.0,0.0,0.0,0.0
WBGene00044387,C27A2.8,0.0,0.0,0.0,0.0,0.0
WBGene00044666,F33G12.7,0.0,0.0,0.0,0.0,0.0
WBGene00018014,F33G12.2,0.0,0.0,0.0,0.0,0.0
WBGene00020867,shc-2,0.0,0.0,0.0,0.0,0.0
WBGene00000649,col-73,0.0,0.0,0.0,0.0,0.0
WBGene00001027,dnj-9,0.0,0.0,0.0,0.0,0.0
WBGene00006497,tag-151,0.0,0.0,0.0,0.0,0.0
WBGene00018051,che-10,0.0,0.0,0.0,0.0,0.0
WBGene00021058,vps-18,0.0,0.0,0.0,0.0,0.0
WBGene00015116,paic-1,0.0,0.0,0.0,0.0,0.0
WBGene00015820,C16A11.7,0.0,0.0,0.0,0.0,0.0
WBGene00006476,rhgf-2,0.0,0.0,0.0,0.0,0.0
WBGene00019487,ephx-1,0.0,0.0,0.0,0.0,0.0
WBGene00019641,K10G6.4,0.0,0.0,0.0,0.0,0.0
WBGene00008944,F19B2.5,0.0,0.0,0.0,0.0,0.0
WBGene00023519,Y60A3A.24,0.0,0.0,0.0,0.0,0.0
WBGene00004810,skr-4,0.0,0.0,0.0,0.0,0.0
WBGene00219708,linc-13,0.0,0.0,0.0,0.0,0.0
WBGene00016305,fbxc-57,0.0,0.0,0.0,0.0,0.0
WBGene00016303,fbxc-32,0.0,0.0,0.0,0.0,0.0
WBGene00019924,fbxc-33,0.0,0.0,0.0,0.0,0.0
WBGene00020171,T02H6.1,0.0,0.0,0.0,0.0,0.0
WBGene00020207,T04B8.5,0.0,0.0,0.0,0.0,0.0
WBGene00015408,C03H5.6,0.0,0.0,0.0,0.0,0.0
WBGene00015185,mrpl-41,0.0,0.0,0.0,0.0,0.0
WBGene00015194,trul-1,0.0,0.0,0.0,0.0,0.0
WBGene00001340,etr-1,0.0,0.0,0.0,0.0,0.0
WBGene00018959,F56D1.1,0.0,0.0,0.0,0.0,0.0
WBGene00018960,ilcr-2,0.0,0.0,0.0,0.0,0.0
WBGene00018961,mrps-16,0.0,0.0,0.0,0.0,0.0
WBGene00016215,glb-10,0.0,0.0,0.0,0.0,0.0
WBGene00003403,mps-1,0.0,0.0,0.0,0.0,0.0
WBGene00004015,phb-2,0.0,0.0,0.0,0.0,0.0
WBGene00194710,mks-2,0.0,0.0,0.0,0.0,0.0
WBGene00001440,fkh-8,0.0,0.0,0.0,0.0,0.0
WBGene00001373,exp-1,0.0,0.0,0.0,0.0,0.0
WBGene00016235,C29H12.2,0.0,0.0,0.0,0.0,0.0
WBGene00020023,frpr-16,0.0,0.0,0.0,0.0,0.0
WBGene00020029,R12C12.9,0.0,0.0,0.0,0.0,0.0
WBGene00004214,ptp-2,0.0,0.0,0.0,0.0,0.0
WBGene00022883,ZK1248.15,0.0,0.0,0.0,0.0,0.0
WBGene00019125,ddl-1,0.0,0.0,0.0,0.0,0.0
WBGene00012626,famh-161,0.0,0.0,0.0,0.0,0.0
WBGene00012623,fbxa-149,0.0,0.0,0.0,0.0,0.0
WBGene00007122,B0250.5,0.0,0.0,0.0,0.0,0.0
WBGene00206505,B0250.18,0.0,0.0,0.0,0.0,0.0
WBGene00003413,mrp-7,0.0,0.0,0.0,0.0,0.0
WBGene00012826,dyf-19,0.0,0.0,0.0,0.0,0.0
WBGene00012820,Y43F8B.10,0.0,0.0,0.0,0.0,0.0
WBGene00001987,hot-2,0.0,0.0,0.0,0.0,0.0
WBGene00012673,dyf-17,0.0,0.0,0.0,0.0,0.0
WBGene00012676,pro-3,0.0,0.0,0.0,0.0,0.0
WBGene00012697,mrps-35,0.0,0.0,0.0,0.0,0.0
WBGene00003655,nhr-65,0.0,0.0,0.0,0.0,0.0
WBGene00194982,Y17D7B.10,0.0,0.0,0.0,0.0,0.0
WBGene00020480,ssup-72,0.0,0.0,0.0,0.0,0.0
WBGene00020498,T14B4.1,0.0,0.0,0.0,0.0,0.0
WBGene00020499,mrps-18.C,0.0,0.0,0.0,0.0,0.0
WBGene00020502,T14B4.8,0.0,0.0,0.0,0.0,0.0
WBGene00016005,ift-74,0.0,0.0,0.0,0.0,0.0
WBGene00016974,lron-15,0.0,0.0,0.0,0.0,0.0
WBGene00019427,atg-16.2,0.0,0.0,0.0,0.0,0.0
WBGene00011348,T01H3.2,0.0,0.0,0.0,0.0,0.0
WBGene00011634,T09A5.5,0.0,0.0,0.0,0.0,0.0
WBGene00019943,R07G3.7,0.0,0.0,0.0,0.0,0.0
WBGene00018042,mks-3,0.0,0.0,0.0,0.0,0.0
WBGene00019941,pgam-5,0.0,0.0,0.0,0.0,0.0
WBGene00017024,D1022.5,0.0,0.0,0.0,0.0,0.0
WBGene00018390,F43E2.1,0.0,0.0,0.0,0.0,0.0
WBGene00018397,F43E2.11,0.0,0.0,0.0,0.0,0.0
WBGene00018394,F43E2.6,0.0,0.0,0.0,0.0,0.0
WBGene00001129,dyf-13,0.0,0.0,0.0,0.0,0.0
WBGene00017352,F10E7.11,0.0,0.0,0.0,0.0,0.0
WBGene00017347,F10E7.5,0.0,0.0,0.0,0.0,0.0
WBGene00020163,T02G5.3,0.0,0.0,0.0,0.0,0.0
WBGene00020166,T02G5.7,0.0,0.0,0.0,0.0,0.0
WBGene00016629,C44B7.7,0.0,0.0,0.0,0.0,0.0
WBGene00016626,clhm-1,0.0,0.0,0.0,0.0,0.0
WBGene00001498,fars-3,0.0,0.0,0.0,0.0,0.0
WBGene00009901,F49E12.8,0.0,0.0,0.0,0.0,0.0
WBGene00014562,Y17D7B.7,0.0,0.0,0.0,0.0,0.0
WBGene00012452,Y17D7B.4,0.0,0.0,0.0,0.0,0.0
WBGene00003660,nhr-70,0.0,0.0,0.0,0.0,0.0
WBGene00007395,dcar-1,0.0,0.0,0.0,0.0,0.0
WBGene00011254,R12G8.1,0.0,0.0,0.0,0.0,0.0
WBGene00009299,F31E9.6,0.0,0.0,0.0,0.0,0.0
WBGene00012524,Y32B12B.4,0.0,0.0,0.0,0.0,0.0
WBGene00010214,slc-9B.2,0.0,0.0,0.0,0.0,0.0
WBGene00011753,T13F3.6,0.0,0.0,0.0,0.0,0.0
WBGene00003640,nhr-50,0.0,0.0,0.0,0.0,0.0
WBGene00008643,tmem-138,0.0,0.0,0.0,0.0,0.0
WBGene00006655,tub-1,0.0,0.0,0.0,0.0,0.0
WBGene00011511,gpcp-2,0.0,0.0,0.0,0.0,0.0
WBGene00011507,T05H10.1,0.0,0.0,0.0,0.0,0.0
WBGene00009337,uig-1,0.0,0.0,0.0,0.0,0.0
WBGene00008521,F02D8.4,0.0,0.0,0.0,0.0,0.0
WBGene00006960,xbx-1,0.0,0.0,0.0,0.0,0.0
WBGene00001852,hil-1,0.0,0.0,0.0,0.0,0.0
WBGene00008144,gasr-8,0.0,0.0,0.0,0.0,0.0
WBGene00194706,C53A5.16,0.0,0.0,0.0,0.0,0.0
WBGene00007617,rrbs-1,0.0,0.0,0.0,0.0,0.0
WBGene00000877,cyn-1,0.0,0.0,0.0,0.0,0.0
WBGene00013877,ints-2,0.0,0.0,0.0,0.0,0.0
WBGene00011625,vps-39,0.0,0.0,0.0,0.0,0.0
WBGene00011885,T21B10.3,0.0,0.0,0.0,0.0,0.0
WBGene00011767,agxt-1,0.0,0.0,0.0,0.0,0.0
WBGene00010683,K08F8.7,0.0,0.0,0.0,0.0,0.0
WBGene00011314,T01B7.9,0.0,0.0,0.0,0.0,0.0
WBGene00008430,hgap-2,0.0,0.0,0.0,0.0,0.0
WBGene00006875,vab-9,0.0,0.0,0.0,0.0,0.0
WBGene00011247,mrpl-49,0.0,0.0,0.0,0.0,0.0
WBGene00008298,C54D10.3,0.0,0.0,0.0,0.0,0.0
WBGene00006668,twk-13,0.0,0.0,0.0,0.0,0.0
WBGene00010096,rskd-1,0.0,0.0,0.0,0.0,0.0
WBGene00000490,che-11,0.0,0.0,0.0,0.0,0.0
WBGene00007548,C13C4.4,0.0,0.0,0.0,0.0,0.0
WBGene00044007,ZK1320.13,0.0,0.0,0.0,0.0,0.0
WBGene00001038,dnj-20,0.0,0.0,0.0,0.0,0.0
WBGene00008458,E02H1.6,0.0,0.0,0.0,0.0,0.0
WBGene00003196,mel-11,0.0,0.0,0.0,0.0,0.0
WBGene00001229,eif-3.F,0.0,0.0,0.0,0.0,0.0
WBGene00009711,F44G4.1,0.0,0.0,0.0,0.0,0.0
WBGene00011189,R10D12.8,0.0,0.0,0.0,0.0,0.0
WBGene00007366,C06B3.7,0.0,0.0,0.0,0.0,0.0
WBGene00009994,F53F4.12,0.0,0.0,0.0,0.0,0.0
WBGene00010868,somi-1,0.0,0.0,0.0,0.0,0.0
WBGene00007555,dohh-1,0.0,0.0,0.0,0.0,0.0
WBGene00011304,mnk-1,0.0,0.0,0.0,0.0,0.0
WBGene00003886,osm-6,0.0,0.0,0.0,0.0,0.0
WBGene00011261,nphp-4,0.0,0.0,0.0,0.0,0.0
WBGene00011404,T03F7.7,0.0,0.0,0.0,0.0,0.0
WBGene00011831,T19B10.2,0.0,0.0,0.0,0.0,0.0
WBGene00010742,K10D6.2,0.0,0.0,0.0,0.0,0.0
WBGene00010318,F59B10.2,0.0,0.0,0.0,0.0,0.0
WBGene00011662,T09F3.2,0.0,0.0,0.0,0.0,0.0
WBGene00011661,ztf-27,0.0,0.0,0.0,0.0,0.0
WBGene00007417,ceh-58,0.0,0.0,0.0,0.0,0.0
WBGene00014172,clpp-1,0.0,0.0,0.0,0.0,0.0
WBGene00002265,lec-2,0.0,0.0,0.0,0.0,0.0
WBGene00011276,aakg-5,0.0,0.0,0.0,0.0,0.0
WBGene00007333,ufd-3,0.0,0.0,0.0,0.0,0.0
WBGene00007330,C05C10.3,0.0,0.0,0.0,0.0,0.0
WBGene00194955,F37H8.6,0.0,0.0,0.0,0.0,0.0
WBGene00003076,lsm-1,0.0,0.0,0.0,0.0,0.0
WBGene00001753,gst-5,0.0,0.0,0.0,0.0,0.0
WBGene00006530,tba-4,0.0,0.0,0.0,0.0,0.0
WBGene00007386,C06H2.2,0.0,0.0,0.0,0.0,0.0
WBGene00012779,cdkl-1,0.0,0.0,0.0,0.0,0.0
WBGene00007554,pptr-2,0.0,0.0,0.0,0.0,0.0
WBGene00009330,F32D8.5,0.0,0.0,0.0,0.0,0.0
WBGene00000174,aqp-6,0.0,0.0,0.0,0.0,0.0
WBGene00011897,scpl-4,0.0,0.0,0.0,0.0,0.0
WBGene00011892,erh-1,0.0,0.0,0.0,0.0,0.0
WBGene00010911,M106.3,0.0,0.0,0.0,0.0,0.0
WBGene00044924,M106.7,0.0,0.0,0.0,0.0,0.0
WBGene00007490,mks-5,0.0,0.0,0.0,0.0,0.0
WBGene00010898,nphp-1,0.0,0.0,0.0,0.0,0.0
WBGene00000796,crn-3,0.0,0.0,0.0,0.0,0.0
WBGene00012466,ippk-1,0.0,0.0,0.0,0.0,0.0
WBGene00000892,cyn-16,0.0,0.0,0.0,0.0,0.0
WBGene00008741,ctsa-1.2,0.0,0.0,0.0,0.0,0.0
WBGene00007100,asps-1,0.0,0.0,0.0,0.0,0.0
WBGene00000491,che-12,0.0,0.0,0.0,0.0,0.0
