Source,Target,Type,SynapseCount,SourceFile,Relatedness
ALNR , RMGR        ,electrical,1,herm_full_edgelist.csv,18.0
ALNR , PVR         ,electrical,16,herm_full_edgelist.csv,16.0
ALNR , SMDDL       ,electrical,1,herm_full_edgelist.csv,12.0
PLNL , PLML        ,electrical,1,herm_full_edgelist.csv,17.0
PLNL , PHAL        ,electrical,1,herm_full_edgelist.csv,14.0
PLNL , PHBL        ,electrical,1,herm_full_edgelist.csv,7.0
PLNL , PHCL        ,electrical,2,herm_full_edgelist.csv,17.0
PLNL , PVWL        ,electrical,1,herm_full_edgelist.csv,17.0
PLNL , VA02        ,electrical,2,herm_full_edgelist.csv,12.0
PLNL , hyp         ,electrical,3,herm_full_edgelist.csv,15.0
PLNR , PLMR        ,electrical,1,herm_full_edgelist.csv,15.0
PLNR , PHAR        ,electrical,6,herm_full_edgelist.csv,17.0
PLNR , PHBR        ,electrical,12,herm_full_edgelist.csv,17.0
PLNR , hyp         ,electrical,2,herm_full_edgelist.csv,8.0
FLPL , FLPR        ,electrical,6,herm_full_edgelist.csv,15.0
FLPL , SDQL        ,electrical,1,herm_full_edgelist.csv,17.0
FLPL , AIBL        ,electrical,1,herm_full_edgelist.csv,11.0
FLPL , RIH         ,electrical,1,herm_full_edgelist.csv,15.0
FLPL , AVDL        ,electrical,5,herm_full_edgelist.csv,17.0
FLPL , SIADR       ,electrical,1,herm_full_edgelist.csv,15.0
FLPL , DD01        ,electrical,1,herm_full_edgelist.csv,17.0
FLPR , FLPL        ,electrical,6,herm_full_edgelist.csv,15.0
FLPR , ADER        ,electrical,4,herm_full_edgelist.csv,11.0
FLPR , AVDL        ,electrical,9,herm_full_edgelist.csv,17.0
FLPR , AVDR        ,electrical,2,herm_full_edgelist.csv,15.0
FLPR , DA01        ,electrical,5,herm_full_edgelist.csv,18.0
FLPR , DA02        ,electrical,6,herm_full_edgelist.csv,20.0
FLPR , DA03        ,electrical,16,herm_full_edgelist.csv,16.0
FLPR , AS01        ,electrical,1,herm_full_edgelist.csv,20.0
BDUL , ALML        ,electrical,23,herm_full_edgelist.csv,19.0
BDUL , PVNL        ,electrical,1,herm_full_edgelist.csv,20.0
BDUR , ALMR        ,electrical,23,herm_full_edgelist.csv,
BDUR , PVR         ,electrical,3,herm_full_edgelist.csv,
BDUR , HSNR        ,electrical,1,herm_full_edgelist.csv,
SDQL , FLPL        ,electrical,1,herm_full_edgelist.csv,
SDQL , SDQR        ,electrical,2,herm_full_edgelist.csv,
SDQL , DVA         ,electrical,1,herm_full_edgelist.csv,
SDQL , SIADR       ,electrical,1,herm_full_edgelist.csv,14.0
SDQR , ALMR        ,electrical,2,herm_full_edgelist.csv,18.0
SDQR , SDQL        ,electrical,2,herm_full_edgelist.csv,20.0
SDQR , AIBL        ,electrical,1,herm_full_edgelist.csv,
SDQR , DVA         ,electrical,1,herm_full_edgelist.csv,
SDQR , AVBL        ,electrical,1,herm_full_edgelist.csv,
SDQR , RIVL        ,electrical,5,herm_full_edgelist.csv,
SDQR , RIVR        ,electrical,3,herm_full_edgelist.csv,
SDQR , SAADL       ,electrical,1,herm_full_edgelist.csv,2.0
SDQR , SIAVR       ,electrical,1,herm_full_edgelist.csv,16.0
SDQR , SIBDL       ,electrical,2,herm_full_edgelist.csv,18.0
PVDL , PVDR        ,electrical,3,herm_full_edgelist.csv,18.0
PVDL , AVG         ,electrical,1,herm_full_edgelist.csv,
PVDL , PVCR        ,electrical,1,herm_full_edgelist.csv,
PVDL , AVAR        ,electrical,4,herm_full_edgelist.csv,
PVDL , VA10        ,electrical,1,herm_full_edgelist.csv,
PVDR , PVDL        ,electrical,3,herm_full_edgelist.csv,
PVDR , PDER        ,electrical,1,herm_full_edgelist.csv,
PVDR , DVC         ,electrical,1,herm_full_edgelist.csv,18.0
PVDR , PVCR        ,electrical,2,herm_full_edgelist.csv,15.0
PVDR , AVAL        ,electrical,6,herm_full_edgelist.csv,17.0
PVDR , VD09        ,electrical,1,herm_full_edgelist.csv,11.0
BAGL , BAGR        ,electrical,1,herm_full_edgelist.csv,
BAGL , AINR        ,electrical,3,herm_full_edgelist.csv,
BAGL , RIGL        ,electrical,1,herm_full_edgelist.csv,
BAGL , RIGR        ,electrical,2,herm_full_edgelist.csv,
BAGL , RIR         ,electrical,4,herm_full_edgelist.csv,17.0
BAGR , BAGL        ,electrical,1,herm_full_edgelist.csv,7.0
BAGR , RIR         ,electrical,5,herm_full_edgelist.csv,
BAGR , AVEL        ,electrical,1,herm_full_edgelist.csv,
URXL , IL2L        ,electrical,1,herm_full_edgelist.csv,
URXL , RMGL        ,electrical,3,herm_full_edgelist.csv,17.0
URXR , IL2R        ,electrical,4,herm_full_edgelist.csv,17.0
URXR , AUAR        ,electrical,3,herm_full_edgelist.csv,15.0
URXR , RICR        ,electrical,1,herm_full_edgelist.csv,17.0
URXR , RMGR        ,electrical,5,herm_full_edgelist.csv,
URYDL , RIGL        ,electrical,4,herm_full_edgelist.csv,
URYDL , AVAL        ,electrical,2,herm_full_edgelist.csv,
URYDR , RIGR        ,electrical,3,herm_full_edgelist.csv,17.0
URYDR , AVAR        ,electrical,5,herm_full_edgelist.csv,17.0
URYDR , URADR       ,electrical,1,herm_full_edgelist.csv,17.0
URYVL , RIGL        ,electrical,3,herm_full_edgelist.csv,17.0
URYVR , AVAL        ,electrical,2,herm_full_edgelist.csv,
AQR , RIGR        ,electrical,3,herm_full_edgelist.csv,
AQR , AVKL        ,electrical,7,herm_full_edgelist.csv,13.0
AQR , AVKR        ,electrical,2,herm_full_edgelist.csv,13.0
AQR , PVPL        ,electrical,41,herm_full_edgelist.csv,17.0
AQR , PVPR        ,electrical,61,herm_full_edgelist.csv,15.0
AQR , AVBL        ,electrical,3,herm_full_edgelist.csv,
PQR , PHBL        ,electrical,1,herm_full_edgelist.csv,
PQR , AVJL        ,electrical,5,herm_full_edgelist.csv,
PQR , AVJR        ,electrical,2,herm_full_edgelist.csv,
PQR , PVNL        ,electrical,3,herm_full_edgelist.csv,15.0
PQR , PVNR        ,electrical,2,herm_full_edgelist.csv,15.0
PQR , PVPL        ,electrical,16,herm_full_edgelist.csv,15.0
PQR , PVPR        ,electrical,10,herm_full_edgelist.csv,17.0
PQR , PVWL        ,electrical,2,herm_full_edgelist.csv,
PQR , PVCL        ,electrical,2,herm_full_edgelist.csv,
PQR , AVDL        ,electrical,2,herm_full_edgelist.csv,18.0
PQR , AVDR        ,electrical,3,herm_full_edgelist.csv,18.0
PQR , hyp         ,electrical,1,herm_full_edgelist.csv,17.0
AUAL , AWBL        ,electrical,4,herm_full_edgelist.csv,17.0
AUAL , AWCL        ,electrical,1,herm_full_edgelist.csv,17.0
AUAL , AUAR        ,electrical,2,herm_full_edgelist.csv,
AUAL , AINR        ,electrical,3,herm_full_edgelist.csv,
AUAL , RMDVL       ,electrical,2,herm_full_edgelist.csv,16.0
AUAR , AWBR        ,electrical,3,herm_full_edgelist.csv,17.0
AUAR , URXR        ,electrical,3,herm_full_edgelist.csv,15.0
AUAR , AUAL        ,electrical,2,herm_full_edgelist.csv,15.0
AUAR , AIYR        ,electrical,1,herm_full_edgelist.csv,
AUAR , AINL        ,electrical,1,herm_full_edgelist.csv,
ADEL , AINL        ,electrical,2,herm_full_edgelist.csv,17.0
ADEL , RIGR        ,electrical,1,herm_full_edgelist.csv,17.0
ADER , ALNR        ,electrical,2,herm_full_edgelist.csv,9.0
ADER , FLPR        ,electrical,4,herm_full_edgelist.csv,
ADER , AINR        ,electrical,4,herm_full_edgelist.csv,
ADER , AVJR        ,electrical,1,herm_full_edgelist.csv,18.0
ADER , AVKL        ,electrical,4,herm_full_edgelist.csv,13.0
ADER , PVQR        ,electrical,2,herm_full_edgelist.csv,17.0
PDEL , PVM         ,electrical,11,herm_full_edgelist.csv,15.0
PDEL , PLML        ,electrical,2,herm_full_edgelist.csv,12.0
PDEL , PLMR        ,electrical,4,herm_full_edgelist.csv,
PDEL , PDER        ,electrical,25,herm_full_edgelist.csv,
PDEL , AVKL        ,electrical,2,herm_full_edgelist.csv,10.0
PDEL , AVKR        ,electrical,1,herm_full_edgelist.csv,14.0
PDEL , DVA         ,electrical,3,herm_full_edgelist.csv,18.0
PDEL , PVR         ,electrical,8,herm_full_edgelist.csv,17.0
PDEL , PVCR        ,electrical,2,herm_full_edgelist.csv,14.0
PDEL , VB10        ,electrical,1,herm_full_edgelist.csv,16.0
PDEL , VB11        ,electrical,4,herm_full_edgelist.csv,15.0
PDEL , VD06        ,electrical,2,herm_full_edgelist.csv,10.0
PDER , PVM         ,electrical,8,herm_full_edgelist.csv,
PDER , PLML        ,electrical,3,herm_full_edgelist.csv,
PDER , PLMR        ,electrical,2,herm_full_edgelist.csv,18.0
PDER , PVDR        ,electrical,1,herm_full_edgelist.csv,18.0
PDER , PDEL        ,electrical,25,herm_full_edgelist.csv,16.0
PDER , DVA         ,electrical,6,herm_full_edgelist.csv,14.0
PDER , PVR         ,electrical,9,herm_full_edgelist.csv,18.0
PDER , PVCL        ,electrical,1,herm_full_edgelist.csv,19.0
PDER , VB09        ,electrical,7,herm_full_edgelist.csv,18.0
PDER , VB10        ,electrical,4,herm_full_edgelist.csv,18.0
PDER , VD09        ,electrical,5,herm_full_edgelist.csv,15.0
PDER , hyp         ,electrical,1,herm_full_edgelist.csv,14.0
PHAL , PLNL        ,electrical,1,herm_full_edgelist.csv,16.0
PHAL , PHAR        ,electrical,7,herm_full_edgelist.csv,12.0
PHAL , PHCL        ,electrical,1,herm_full_edgelist.csv,19.0
PHAL , AVG         ,electrical,3,herm_full_edgelist.csv,18.0
PHAL , AVHL        ,electrical,1,herm_full_edgelist.csv,16.0
PHAL , PVPR        ,electrical,7,herm_full_edgelist.csv,16.0
PHAL , PVQL        ,electrical,1,herm_full_edgelist.csv,19.0
PHAL , hyp         ,electrical,1,herm_full_edgelist.csv,19.0
PHAR , PLNR        ,electrical,6,herm_full_edgelist.csv,18.0
PHAR , PHAL        ,electrical,7,herm_full_edgelist.csv,18.0
PHAR , PHBR        ,electrical,1,herm_full_edgelist.csv,18.0
PHAR , AVG         ,electrical,2,herm_full_edgelist.csv,17.0
PHAR , AVHR        ,electrical,2,herm_full_edgelist.csv,17.0
PHAR , PVPL        ,electrical,15,herm_full_edgelist.csv,15.0
PHAR , PVR         ,electrical,2,herm_full_edgelist.csv,13.0
PHAR , PVCR        ,electrical,2,herm_full_edgelist.csv,17.0
PHAR , hyp         ,electrical,1,herm_full_edgelist.csv,13.0
PHBL , PLNL        ,electrical,1,herm_full_edgelist.csv,17.0
PHBL , PQR         ,electrical,1,herm_full_edgelist.csv,13.0
PHBL , PHBR        ,electrical,17,herm_full_edgelist.csv,15.0
PHBL , AVHL        ,electrical,1,herm_full_edgelist.csv,17.0
PHBL , AVHR        ,electrical,2,herm_full_edgelist.csv,15.0
PHBL , AVJR        ,electrical,1,herm_full_edgelist.csv,7.0
PHBL , PVQL        ,electrical,3,herm_full_edgelist.csv,17.0
PHBL , PVCL        ,electrical,3,herm_full_edgelist.csv,17.0
PHBL , AVAR        ,electrical,1,herm_full_edgelist.csv,17.0
PHBL , hyp         ,electrical,3,herm_full_edgelist.csv,17.0
PHBR , PLNR        ,electrical,12,herm_full_edgelist.csv,
PHBR , PHAR        ,electrical,1,herm_full_edgelist.csv,7.0
PHBR , PHBL        ,electrical,17,herm_full_edgelist.csv,17.0
PHBR , PHCR        ,electrical,1,herm_full_edgelist.csv,17.0
PHBR , AVHL        ,electrical,10,herm_full_edgelist.csv,17.0
PHBR , AVHR        ,electrical,2,herm_full_edgelist.csv,
PHBR , PVPL        ,electrical,1,herm_full_edgelist.csv,
PHBR , PVQR        ,electrical,4,herm_full_edgelist.csv,
PHBR , PVR         ,electrical,1,herm_full_edgelist.csv,
PHBR , PVT         ,electrical,1,herm_full_edgelist.csv,
PHBR , PVWR        ,electrical,1,herm_full_edgelist.csv,
PHBR , hyp         ,electrical,4,herm_full_edgelist.csv,
PHCL , PLML        ,electrical,11,herm_full_edgelist.csv,
PHCL , PLNL        ,electrical,2,herm_full_edgelist.csv,
PHCL , PHAL        ,electrical,1,herm_full_edgelist.csv,
PHCL , PHCR        ,electrical,2,herm_full_edgelist.csv,
PHCL , AVAL        ,electrical,1,herm_full_edgelist.csv,
PHCL , DA08        ,electrical,2,herm_full_edgelist.csv,
PHCL , VA12        ,electrical,1,herm_full_edgelist.csv,
PHCL , hyp         ,electrical,1,herm_full_edgelist.csv,
PHCR , PHBR        ,electrical,1,herm_full_edgelist.csv,
PHCR , PHCL        ,electrical,2,herm_full_edgelist.csv,
PHCR , AVG         ,electrical,1,herm_full_edgelist.csv,
PHCR , AVHL        ,electrical,2,herm_full_edgelist.csv,
PHCR , AVJR        ,electrical,1,herm_full_edgelist.csv,
PHCR , PVCR        ,electrical,5,herm_full_edgelist.csv,
PHCR , AVAL        ,electrical,3,herm_full_edgelist.csv,
PHCR , AVAR        ,electrical,1,herm_full_edgelist.csv,
PHCR , LUAR        ,electrical,1,herm_full_edgelist.csv,
PHCR , DA09        ,electrical,7,herm_full_edgelist.csv,
AIAL , ASIL        ,electrical,1,herm_full_edgelist.csv,
AIAL , ASIR        ,electrical,2,herm_full_edgelist.csv,
AIAL , ASJL        ,electrical,1,herm_full_edgelist.csv,
AIAL , ASKL        ,electrical,2,herm_full_edgelist.csv,
AIAL , AWBL        ,electrical,1,herm_full_edgelist.csv,
AIAL , AWCR        ,electrical,1,herm_full_edgelist.csv,
AIAL , AIAR        ,electrical,7,herm_full_edgelist.csv,
AIAL , AIBL        ,electrical,5,herm_full_edgelist.csv,
AIAR , ADFR        ,electrical,4,herm_full_edgelist.csv,
AIAR , ASGR        ,electrical,3,herm_full_edgelist.csv,
AIAR , ASHR        ,electrical,1,herm_full_edgelist.csv,
AIAR , ASIR        ,electrical,3,herm_full_edgelist.csv,
AIAR , ASKR        ,electrical,1,herm_full_edgelist.csv,
AIAR , AWAR        ,electrical,3,herm_full_edgelist.csv,
AIAR , AWCR        ,electrical,1,herm_full_edgelist.csv,
AIAR , AIAL        ,electrical,7,herm_full_edgelist.csv,
AIAR , AIAR        ,electrical,2,herm_full_edgelist.csv,
AIBL , ASKL        ,electrical,1,herm_full_edgelist.csv,
AIBL , AFDL        ,electrical,2,herm_full_edgelist.csv,
AIBL , FLPL        ,electrical,1,herm_full_edgelist.csv,
AIBL , SDQR        ,electrical,1,herm_full_edgelist.csv,
AIBL , AIAL        ,electrical,5,herm_full_edgelist.csv,
AIBL , AIZR        ,electrical,4,herm_full_edgelist.csv,
AIBL , RIGR        ,electrical,3,herm_full_edgelist.csv,
AIBL , RIS         ,electrical,1,herm_full_edgelist.csv,
AIBL , DVC         ,electrical,2,herm_full_edgelist.csv,
AIBL , RIMR        ,electrical,1,herm_full_edgelist.csv,
AIBL , RMED        ,electrical,2,herm_full_edgelist.csv,
AIBL , SIADR       ,electrical,1,herm_full_edgelist.csv,
AIBL , SMDDR       ,electrical,1,herm_full_edgelist.csv,
AIBR , ASKR        ,electrical,3,herm_full_edgelist.csv,
AIBR , AIZL        ,electrical,3,herm_full_edgelist.csv,
AIBR , RICR        ,electrical,1,herm_full_edgelist.csv,
AIBR , RIGL        ,electrical,3,herm_full_edgelist.csv,
AIBR , RIS         ,electrical,3,herm_full_edgelist.csv,
AIBR , DVC         ,electrical,9,herm_full_edgelist.csv,
AIBR , PVPL        ,electrical,2,herm_full_edgelist.csv,
AIBR , PVT         ,electrical,1,herm_full_edgelist.csv,
AIBR , RIML        ,electrical,2,herm_full_edgelist.csv,
AIBR , RIVR        ,electrical,3,herm_full_edgelist.csv,
AIBR , SIAVL       ,electrical,1,herm_full_edgelist.csv,
AIBR , SMDDL       ,electrical,2,herm_full_edgelist.csv,
AIYL , AFDL        ,electrical,2,herm_full_edgelist.csv,
AIYL , AIYR        ,electrical,4,herm_full_edgelist.csv,
AIYL , AVKL        ,electrical,1,herm_full_edgelist.csv,
AIYL , RIML        ,electrical,5,herm_full_edgelist.csv,
AIYR , ASIR        ,electrical,1,herm_full_edgelist.csv,
AIYR , AUAR        ,electrical,1,herm_full_edgelist.csv,
AIYR , AIYL        ,electrical,4,herm_full_edgelist.csv,
AIYR , RIMR        ,electrical,3,herm_full_edgelist.csv,
AIZL , ADFL        ,electrical,1,herm_full_edgelist.csv,
AIZL , ASGL        ,electrical,3,herm_full_edgelist.csv,
AIZL , ASHL        ,electrical,2,herm_full_edgelist.csv,
AIZL , AWAL        ,electrical,3,herm_full_edgelist.csv,
AIZL , AIBR        ,electrical,3,herm_full_edgelist.csv,
AIZL , AIZR        ,electrical,18,herm_full_edgelist.csv,
AIZL , RIGL        ,electrical,1,herm_full_edgelist.csv,
AIZL , RIH         ,electrical,1,herm_full_edgelist.csv,
AIZR , ASGR        ,electrical,1,herm_full_edgelist.csv,
AIZR , ASHR        ,electrical,6,herm_full_edgelist.csv,
AIZR , AWAR        ,electrical,3,herm_full_edgelist.csv,
AIZR , AIBL        ,electrical,4,herm_full_edgelist.csv,
AIZR , AIZL        ,electrical,18,herm_full_edgelist.csv,
AIZR , SIBVL       ,electrical,1,herm_full_edgelist.csv,
ADAL , ADFL        ,electrical,5,herm_full_edgelist.csv,
ADAL , OLQVL       ,electrical,4,herm_full_edgelist.csv,
ADAL , ADAR        ,electrical,3,herm_full_edgelist.csv,
ADAL , PVQL        ,electrical,4,herm_full_edgelist.csv,
ADAL , AVDR        ,electrical,2,herm_full_edgelist.csv,
ADAR , ADFR        ,electrical,4,herm_full_edgelist.csv,
ADAR , ASHR        ,electrical,3,herm_full_edgelist.csv,
ADAR , ADAL        ,electrical,3,herm_full_edgelist.csv,
ADAR , PVQR        ,electrical,2,herm_full_edgelist.csv,
ADAR , AVDL        ,electrical,3,herm_full_edgelist.csv,
AIML , ASGL        ,electrical,1,herm_full_edgelist.csv,
AIML , SIBVR       ,electrical,1,herm_full_edgelist.csv,
AIMR , ASJR        ,electrical,1,herm_full_edgelist.csv,
AIMR , CEPVR       ,electrical,1,herm_full_edgelist.csv,
AIMR , AVKR        ,electrical,3,herm_full_edgelist.csv,
AIMR , SMBVR       ,electrical,1,herm_full_edgelist.csv,
AINL , ASGR        ,electrical,1,herm_full_edgelist.csv,
AINL , AUAR        ,electrical,1,herm_full_edgelist.csv,
AINL , ADEL        ,electrical,2,herm_full_edgelist.csv,
AINL , AINR        ,electrical,1,herm_full_edgelist.csv,
AINR , ASGL        ,electrical,1,herm_full_edgelist.csv,
AINR , ASIL        ,electrical,1,herm_full_edgelist.csv,
AINR , BAGL        ,electrical,3,herm_full_edgelist.csv,
AINR , AUAL        ,electrical,3,herm_full_edgelist.csv,
AINR , ADER        ,electrical,4,herm_full_edgelist.csv,
AINR , AINL        ,electrical,1,herm_full_edgelist.csv,
AINR , RIAL        ,electrical,2,herm_full_edgelist.csv,
ALA , ASJL        ,electrical,2,herm_full_edgelist.csv,
ALA , ASKR        ,electrical,1,herm_full_edgelist.csv,
ALA , RID         ,electrical,4,herm_full_edgelist.csv,
ALA , AVAL        ,electrical,1,herm_full_edgelist.csv,
ALA , AVER        ,electrical,3,herm_full_edgelist.csv,
ALA , HSNR        ,electrical,1,herm_full_edgelist.csv,
RIAL , ADFL        ,electrical,1,herm_full_edgelist.csv,
RIAL , AINR        ,electrical,2,herm_full_edgelist.csv,
RIAL , RIBL        ,electrical,1,herm_full_edgelist.csv,
RIAL , SMDVL       ,electrical,4,herm_full_edgelist.csv,
RIAR , RMDDL       ,electrical,1,herm_full_edgelist.csv,
RIAR , RMDDR       ,electrical,1,herm_full_edgelist.csv,
RIAR , SAAVR       ,electrical,1,herm_full_edgelist.csv,
RIAR , SIAVL       ,electrical,1,herm_full_edgelist.csv,
RIAR , SIAVR       ,electrical,1,herm_full_edgelist.csv,
RIAR , SMDDL       ,electrical,1,herm_full_edgelist.csv,
RIAR , SMDVR       ,electrical,1,herm_full_edgelist.csv,
RIBL , OLQDL       ,electrical,5,herm_full_edgelist.csv,
RIBL , OLQVL       ,electrical,2,herm_full_edgelist.csv,
RIBL , RIAL        ,electrical,1,herm_full_edgelist.csv,
RIBL , RIBL        ,electrical,3,herm_full_edgelist.csv,
RIBL , RIBR        ,electrical,15,herm_full_edgelist.csv,
RIBL , RIGL        ,electrical,3,herm_full_edgelist.csv,
RIBL , AVBL        ,electrical,6,herm_full_edgelist.csv,
RIBL , AVBR        ,electrical,3,herm_full_edgelist.csv,
RIBL , RMEV        ,electrical,2,herm_full_edgelist.csv,
RIBL , SIADL       ,electrical,2,herm_full_edgelist.csv,
RIBL , SIAVL       ,electrical,1,herm_full_edgelist.csv,
RIBL , SIBDL       ,electrical,5,herm_full_edgelist.csv,
RIBL , SIBVL       ,electrical,1,herm_full_edgelist.csv,
RIBL , SIBVR       ,electrical,2,herm_full_edgelist.csv,
RIBL , SMDDL       ,electrical,3,herm_full_edgelist.csv,
RIBR , OLQDR       ,electrical,5,herm_full_edgelist.csv,
RIBR , OLQVR       ,electrical,6,herm_full_edgelist.csv,
RIBR , RIBL        ,electrical,15,herm_full_edgelist.csv,
RIBR , RIBR        ,electrical,5,herm_full_edgelist.csv,
RIBR , RIGR        ,electrical,2,herm_full_edgelist.csv,
RIBR , AVBL        ,electrical,2,herm_full_edgelist.csv,
RIBR , AVBR        ,electrical,3,herm_full_edgelist.csv,
RIBR , SIADR       ,electrical,3,herm_full_edgelist.csv,
RIBR , SIAVR       ,electrical,2,herm_full_edgelist.csv,
RIBR , SIBDR       ,electrical,2,herm_full_edgelist.csv,
RIBR , SIBVR       ,electrical,6,herm_full_edgelist.csv,
RIBR , SMBDR       ,electrical,2,herm_full_edgelist.csv,
RIBR , SMDDL       ,electrical,4,herm_full_edgelist.csv,
RIBR , SMDDR       ,electrical,2,herm_full_edgelist.csv,
RICL , ASHL        ,electrical,5,herm_full_edgelist.csv,
RICL , AWBR        ,electrical,4,herm_full_edgelist.csv,
RICL , AVKR        ,electrical,4,herm_full_edgelist.csv,
RICR , ASHR        ,electrical,4,herm_full_edgelist.csv,
RICR , URXR        ,electrical,1,herm_full_edgelist.csv,
RICR , AIBR        ,electrical,1,herm_full_edgelist.csv,
RICR , RMHR        ,electrical,1,herm_full_edgelist.csv,
RIFL , AVDL        ,electrical,1,herm_full_edgelist.csv,
RIFL , AVER        ,electrical,1,herm_full_edgelist.csv,
RIFL , HSNL        ,electrical,1,herm_full_edgelist.csv,
RIFR , RMGR        ,electrical,1,herm_full_edgelist.csv,
RIFR , AVG         ,electrical,3,herm_full_edgelist.csv,
RIFR , AVJL        ,electrical,1,herm_full_edgelist.csv,
RIFR , DD01        ,electrical,2,herm_full_edgelist.csv,
RIGL , OLQDL       ,electrical,3,herm_full_edgelist.csv,
RIGL , OLQVL       ,electrical,2,herm_full_edgelist.csv,
RIGL , OLLL        ,electrical,3,herm_full_edgelist.csv,
RIGL , BAGL        ,electrical,1,herm_full_edgelist.csv,
RIGL , URYDL       ,electrical,4,herm_full_edgelist.csv,
RIGL , URYVL       ,electrical,3,herm_full_edgelist.csv,
RIGL , AIBR        ,electrical,3,herm_full_edgelist.csv,
RIGL , AIZL        ,electrical,1,herm_full_edgelist.csv,
RIGL , RIBL        ,electrical,3,herm_full_edgelist.csv,
RIGL , RIGR        ,electrical,81,herm_full_edgelist.csv,
RIGL , RMFL        ,electrical,1,herm_full_edgelist.csv,
RIGL , AVKL        ,electrical,2,herm_full_edgelist.csv,
RIGL , PVPL        ,electrical,2,herm_full_edgelist.csv,
RIGL , RMEL        ,electrical,2,herm_full_edgelist.csv,
RIGL , VD01        ,electrical,3,herm_full_edgelist.csv,
RIGR , OLQDR       ,electrical,4,herm_full_edgelist.csv,
RIGR , OLQVR       ,electrical,6,herm_full_edgelist.csv,
RIGR , OLLR        ,electrical,5,herm_full_edgelist.csv,
RIGR , BAGL        ,electrical,2,herm_full_edgelist.csv,
RIGR , URYDR       ,electrical,3,herm_full_edgelist.csv,
RIGR , AQR         ,electrical,3,herm_full_edgelist.csv,
RIGR , ADEL        ,electrical,1,herm_full_edgelist.csv,
RIGR , AIBL        ,electrical,3,herm_full_edgelist.csv,
RIGR , RIBR        ,electrical,2,herm_full_edgelist.csv,
RIGR , RIGL        ,electrical,81,herm_full_edgelist.csv,
RIGR , RMFL        ,electrical,1,herm_full_edgelist.csv,
RIGR , AVKL        ,electrical,1,herm_full_edgelist.csv,
RIGR , AVKR        ,electrical,2,herm_full_edgelist.csv,
RIGR , VD01        ,electrical,2,herm_full_edgelist.csv,
RIH , ADFR        ,electrical,1,herm_full_edgelist.csv,
RIH , OLQDR       ,electrical,2,herm_full_edgelist.csv,
RIH , CEPVL       ,electrical,1,herm_full_edgelist.csv,
RIH , FLPL        ,electrical,1,herm_full_edgelist.csv,
RIH , AIZL        ,electrical,1,herm_full_edgelist.csv,
RIR , BAGL        ,electrical,4,herm_full_edgelist.csv,
RIR , BAGR        ,electrical,5,herm_full_edgelist.csv,
RIS , AIBL        ,electrical,1,herm_full_edgelist.csv,
RIS , AIBR        ,electrical,3,herm_full_edgelist.csv,
RIS , AVJL        ,electrical,15,herm_full_edgelist.csv,
RIS , AVEL        ,electrical,3,herm_full_edgelist.csv,
RIS , RIML        ,electrical,2,herm_full_edgelist.csv,
RIS , RIMR        ,electrical,2,herm_full_edgelist.csv,
RIS , RMDR        ,electrical,1,herm_full_edgelist.csv,
RIS , RMEV        ,electrical,1,herm_full_edgelist.csv,
RIS , SMDDL       ,electrical,2,herm_full_edgelist.csv,
RIS , SMDDR       ,electrical,5,herm_full_edgelist.csv,
RIS , SMDVL       ,electrical,2,herm_full_edgelist.csv,
RMFL , RIGL        ,electrical,1,herm_full_edgelist.csv,
RMFL , RIGR        ,electrical,1,herm_full_edgelist.csv,
RMFL , RIML        ,electrical,3,herm_full_edgelist.csv,
RMFL , SAADR       ,electrical,1,herm_full_edgelist.csv,
RMFL , SAAVR       ,electrical,1,herm_full_edgelist.csv,
RMGL , ADLL        ,electrical,3,herm_full_edgelist.csv,
RMGL , ASHL        ,electrical,3,herm_full_edgelist.csv,
RMGL , AWBL        ,electrical,1,herm_full_edgelist.csv,
RMGL , IL2L        ,electrical,5,herm_full_edgelist.csv,
RMGL , ALML        ,electrical,3,herm_full_edgelist.csv,
RMGL , URXL        ,electrical,3,herm_full_edgelist.csv,
RMGL , AVFR        ,electrical,1,herm_full_edgelist.csv,
RMGL , AVEL        ,electrical,2,herm_full_edgelist.csv,
RMGL , RMDDR       ,electrical,1,herm_full_edgelist.csv,
RMGL , RMHL        ,electrical,6,herm_full_edgelist.csv,
RMGR , ASHR        ,electrical,3,herm_full_edgelist.csv,
RMGR , ASKR        ,electrical,1,herm_full_edgelist.csv,
RMGR , AWBR        ,electrical,1,herm_full_edgelist.csv,
RMGR , IL2R        ,electrical,1,herm_full_edgelist.csv,
RMGR , ALNR        ,electrical,1,herm_full_edgelist.csv,
RMGR , URXR        ,electrical,5,herm_full_edgelist.csv,
RMGR , RIFR        ,electrical,1,herm_full_edgelist.csv,
RMGR , PVPR        ,electrical,3,herm_full_edgelist.csv,
RMGR , RMHL        ,electrical,1,herm_full_edgelist.csv,
RMGR , RMHR        ,electrical,4,herm_full_edgelist.csv,
RMGR , SMBVR       ,electrical,3,herm_full_edgelist.csv,
URBL , ADFL        ,electrical,1,herm_full_edgelist.csv,
URBL , AFDL        ,electrical,9,herm_full_edgelist.csv,
URBL , IL1L        ,electrical,2,herm_full_edgelist.csv,
URBL , IL2L        ,electrical,4,herm_full_edgelist.csv,
URBL , OLQDL       ,electrical,3,herm_full_edgelist.csv,
URBR , AFDR        ,electrical,2,herm_full_edgelist.csv,
URBR , IL2R        ,electrical,4,herm_full_edgelist.csv,
URBR , OLQDR       ,electrical,7,herm_full_edgelist.csv,
