neuron,degree,betweenness
98,1,0.0
99,1,0.0
ADER;AVFR;AIBR;AIBL;AIYR;URXR;AVHR;CEPVL;BAGR;ASJL;ASGL;IL1R;RMDVL;RMDVR;DVA;RMGR;RMHR;ADAL;ADFL;AWAL;AVFL;PVPL;FLPL;PVCR;IL2L;IL1DL;ASKL;AFDL;AUAL;AIML;ADLL;RIFR;ALMR;AWBL;ALNL;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;SDQR;SDQL;RMER;RIR;ADEL;AIAL;AIMR;IL1DR,1,0.0
ADER;DVC;AIBL;BAGR;RIS;AWBR;DVA;PVPR;AVKL;URXL;ADFR;RIBL;RIBR;RIGR;RIGL;RMGL;AIZL;AIZR;AQR;RIR;ADEL;AIMR,1,0.0
ADER;DVC;AIBR;AIBL;AFDR;ASEL;AWCR;ASJL;AWCL;ASGL;SMBDL;RMDL;AWBR;DVA;PVPR;URYDR;AVKL;RMHR;URXL;AWAL;OLQVL;PVQR;ADFR;OLQDL;BWM-DR06;AWBL;RIBL;RIBR;RIGR;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR;AQR;ASHL;RIR;AIAL;IL1DR,1,0.0
ADER;DVC;AIBR;BAGL;BAGR;RMDR;RMDVL;RMDVR;AWBR;DVA;PVPR;OLQVR;SAADR;AVKL;HSNL;URXL;PVPL;IL2L;OLQVL;AIML;ADFR;OLQDL;PVR;RIGR;RIGL;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;SDQL;IL1VL;AIAL;RMEL,1,0.0
ADER;DVC;AIBR;URXR;SMBDL;AIYL;AWBR;OLLL;URYDR;OLQVR;AVKL;HSNL;URAVR;AVHL;AWAR;URXL;AVFL;AVJR;IL1L;GLRDR;IL2L;OLQVL;IL1DL;AFDL;ADLL;ADFR;PVR;PVNR;IL2R;ALNL;RIGR;RIGL;IL1VR;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQL;RMER;IL1VL;AIAL;RMEL;IL1DR,1,0.0
ADER;DVC;IL1R;DVA;PVPL;AIML;ADFR;PVR;RIGR;RIGL;IL1VR;RMGL;AIZL;AQR;RIPR;SDQL;IL1VL;IL1DR,1,0.0
ADER;DVC;RMFL;URBL;IL2DR;RIVL;CEPDR;DVA;OLLL;URYDR;AVKL;RMGR;URXL;AVFL;PVPL;AVJR;PVQR;AFDL;AIML;ALML;ADLL;IL2VL;OLQDL;PVR;PVNR;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;SDQR;SDQL;RMER;IL1VL;ADEL;AIAL;AIMR;IL1DR,1,0.0
ADER;DVC;URXR;ASKR;URBL;RMDR;RIVL;AWBR;DVA;SAAVL;OLLL;OLQDR;HSNL;HSNR;AWAR;RMGR;AVFL;PVPL;AVJR;IL1L;AFDL;AIML;ADFR;PVNR;AWBL;RIBL;RIBR;RIGR;RIGL;RMDDL;RMDDR;AIZL;AIZR;AQR;ASHL;SDQR;SDQL;RIR;AIAL;IL1DR,1,0.0
ADER;DVC;URXR;URBL;DVA;OLQVR;HSNR;IL1L;URADL;RIBL;RIBR;RIGR;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;SDQL;RMER;ADEL,1,0.0
ADER;RIML;RMDR;DVA;OLLL;AVKL;AVHL;OLQVL;ADLL;ADFR;PVR;AWBL;RIBL;RIBR;RIGR;RIGL;IL1VR;RMDDL;RMGL;AIZL;AIZR;AQR;ASHL;IL1VL;RIPL;RIR;ADEL;IL1DR,1,0.0
AIAR;RIGL;IL1VR;RMDDR;RMGL;AIZL;RMED;ASHL;RMER;IL1VL;AIAL,1,0.0
AIBL;ASEL;AWCL;RMDL;AVKL;RMHR;BWM-DL02;AWBL;RIGL;RMDDR;RMGL;AIZL;AIZR;AQR;ASHL;RMER;ADEL;AIAL,1,0.0
AIBL;BAGL;BAGR;SMBDL;RMDL;RMDR;SAADR;AVKL;URXL;RIGR;RIGL;RMDDL;RMDDR;RMGL;AQR;ASHL;ADEL,1,0.0
AIBL;BAGL;BAGR;URYVL;RIFL;URYDL;URYDR;AUAL;RIBL;RIBR;RIGR;RIGL;AIZL;AQR;ASHL;RIR;AIAL,1,0.0
AIBR;AIBL;AFDR;BAGL;BAGR;ASGL;RMDR;RMDVL;AWBR;DVA;PVPR;URYDL;URYDR;OLQVR;SAADR;HSNL;URXL;AWAL;PVPL;IL2L;OLQVL;IL1DL;BWM-DL02;PVQR;AFDL;AIML;ADFR;OLQDL;BWM-VL04;PVR;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;ASHL;SDQR;RMER;IL1VL;RIR;ADEL;AIAL;AIMR,1,0.0
AIBR;AIBL;ASGR;BAGR;AUAL;ALNL;RIGR;ASER;RIGL;RMGL;AIZL;AIZR;RIR;ADEL;AIAL;AIMR,1,0.0
AIBR;AIBL;BAGL;AWCR;ASGR;BAGR;AWCL;RIVR;SMDDL;SMDDR;CEPDL;DVA;OLLL;AVER;OLLR;RICL;AVKR;SAADR;RMGR;IL1L;RMEV;IL2L;SMBDR;ALML;RIAL;BWM-DR06;BWM-VL05;RIGR;RIGL;RMDDL;RMDDR;RMGL;AIZR;AQR;RMED;SDQR;ADEL;IL1DR,1,0.0
AIBR;AIBL;BAGL;BAGR;RIFL;IL1R;CEPDL;AWBR;DVA;URYDL;OLLL;URYDR;OLLR;HSNR;URXL;AUAL;AIML;PVR;RIBL;RIBR;RIGR;ASER;RIGL;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;ASHL;IL1VL;RIR;ADEL;AIAL;AIMR;RMEL;IL1DR,1,0.0
AIBR;AIBL;BAGL;RIML;BAGR;RMDL;AWBR;DVA;PVPR;AVHL;ADAL;URXL;AWAL;PVPL;ADLL;ADFR;AWBL;RIBL;RIBR;RIGR;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR;AQR;ASHL;RIR;AIAL,1,0.0
AIBR;AIYR;ASEL;ASHR;AVKR;ASER;AIZR;AQR,1,0.0
AIBR;ASEL;AVHR;URYDL;HSNR;ADFL;IL2L;ASKL;RIBL;RIBR;AIAR;RMDDR;AIZL;AIZR;RMED;ASHL;RMER;RIR;ADEL;AIAL,1,0.0
AIBR;ASGL;RMDR;AWAL;PVQR;AIAR;ASER;RIGL;RMDDR;RMGL;AIZL;AQR;AIAL,1,0.0
AIBR;BAGL;RMFR;RMEV;RIAL;AWBL;RIGR;RIGL;RMGL;AIZL;AIZR;RMED;SDQR;RMER,1,0.0
AIBR;BAGR;RIVR;SMDDR;RMEV;SMBDR;RIAL;AWBL;RIGR;AIAR;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR;AQR;RMED;SDQR;RMER;IL1VL;ADEL;AIAL,1,0.0
AIBR;BWM-VL04;RMDDR;AQR;SDQL;RMER,1,0.0
AIBR;PVQL;RIFL;ASGL;SMBDL;IL1R;RMDL;RMDR;URYDR;HSNL;HSNR;ADAL;AWAL;OLQVL;BWM-DL02;PVQR;ASKL;ADLL;BWM-VR02;OLQDL;RIGR;AIAR;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RMER;IL1VL;AIAL;RMEL,1,0.0
AIBR;RIAL;ASER;RIGL;AIZL;AIZR;SDQR;SDQL,1,0.0
AIBR;RIVR;RIFL;CEPDL;SAAVL;AVEL;OLQDR;AVHL;ADAL;RIAL;AWBL;RIGR;AIAR;RMGL;SDQL,1,0.0
AIBR;RMDVR;ASHR;AVAL;AVEL;RIAL;BWM-VL04;RIGL;RMDDR;RMGL;AIZR;ASHL;SDQL,1,0.0
AINL;AINR;ASIL;CEPVR;URYVR;AVHR;ASKR;IL2DL;IL2VR;AVEL;OLLR;URBR;IL2R;RIBL;RIBR;RIGR;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR;SDQR;SDQL;IL1DR,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIBL;AIYR;AUAR;URXR;AFDR;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVR;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;PVPR;AVBR;OLLL;AVAL;AVEL;AVER;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;IL2L;IL1DL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR08;AVM;PLNR,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;SMBDR;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;OLQDL;RIFR;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;AVM;BWM-VL03;PLNR;ALNL,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;SMBDR;URADL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;ADFR;RIAL;IL2VL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR08;BWM-VR05;AVM;BWM-VL03;PLNR;ALNL,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;SMBDR;URADL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;ALML;ADLL;BWM-VR02;ADFR;RIAL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;AWBL;IL2R;BWM-VR08;BWM-VR05;AVM;BWM-VL03;BWM-DL07;PLNR;BWM-DR07,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVDL;OLLR;OLQVR;OLQDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;URAVL;IL2L;IL1DL;URADL;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;BWM-VL03;PLNR,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;URAVL;IL2L;OLQVL;URADR;IL1DL;SMBDR;URADL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;SIBVR;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;BWM-VL03;PLNR;ALNL,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;RIMR;ADER;ASIL;BDUR;AVFR;CEPVR;ADLR;AIBR;AIYR;URXR;AFDR;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;ASJL;IL2DL;AWCL;RIVR;IL2DR;IL1R;GLRVL;RMDVR;SMDDR;SMDVR;RICR;ALNR;RMFR;CEPDL;ASHR;AWBR;DVA;SAAVL;OLLL;AVEL;OLLR;OLQDR;RICL;ADAR;AVKR;URAVR;URBR;AVHL;AWAR;RMHL;RMHR;ADAL;ADFL;AWAL;FLPL;AVJL;PVCR;PVCL;IL1L;RMEV;URAVL;IL2L;URADR;SMBDR;BWM-DR02;RIAL;BWM-VL04;BWM-DR06;AWBL;IL2R;RIBL;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMGL;AIZL;AIZR;AQR;RMED;ASHL;SDQR;RMER;IL1VL;RIPL;RIR,1,0.0
AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;RIMR;ASIL;URYVR;ADLR;PVNL;AIBR;AIYR;AFDR;ASEL;AVHR;CEPVL;ASKR;AWCR;ASGR;BDUL;IL2DL;PVQL;AWCL;RIVR;URYVL;ASGL;IL2DR;IL1R;IL2VR;RMDVL;RMDVR;SMDDR;RICR;ALNR;RMFR;CEPDL;ASHR;AIYL;AWBR;SAAVL;AVEL;AVER;OLLR;OLQDR;AVKR;HSNL;HSNR;URBR;AVHL;AWAR;RMHL;RMHR;ADAL;ADFL;AWAL;PLNL;FLPL;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;SMBDR;AVL;ASKL;ADLL;BWM-DR02;ADFR;RIAL;IL2VL;OLQDL;BWM-VL04;RIFR;BWM-DR06;PVR;AWBL;IL2R;GLRR;GLRDL;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;SDQR;SDQL;RMER;IL1VL;RIPL,1,0.0
AINL;AINR;ASIR;PVT;RIAR;BWM-VR04;RIMR;SMBVR;DVC;AVFR;CEPVR;URYVR;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;ASJL;BDUL;PVQL;AWCL;RIVR;RIFL;ASGL;IL1R;RMDL;RMDVL;SMDDR;SMDVL;RICR;CEPDR;RMFR;CEPDL;AWBR;DVA;SAAVL;PVPR;AVBR;OLLL;AVAL;AVEL;AVER;URYDR;OLLR;OLQVR;RICL;ADAR;AVKR;SAADR;HSNL;AVHL;AWAR;RMGR;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;PVCR;PVCL;IL2L;OLQVL;AFDL;AUAL;ADLL;ADFR;RIAL;IL2VL;OLQDL;RIFR;ALMR;AWBL;IL2R;AVM;BWM-DL07,1,0.0
AINL;AINR;ASIR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;ASGL;SMBDL;IL1R;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;PVPR;AVBR;OLLL;AVAL;AVDR;AVEL;URYDR;OLLR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;SAADL;HSNL;HSNR;URAVR;URBR;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;IL2L;IL1DL;URADL;ASKL;AFDL;AUAL;ALML;ADFR;RIAL;IL2VL;BWM-DR04;BWM-DR06;PVR;AWBL;IL2R;BWM-VR05;AVM;BWM-VL03,1,0.0
