original_path,filename,canonical_path,category,notes,file_exists,basename,status,relative_path,full_path,size_kb,_merge
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC.jnml.omt,.test.pharC.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnml.omt,temp,,True,.test.pharC.jnml.omt,✅ Verified,data/temp/.test.pharC.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnml.omt,0.5126953125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC.jnml.omt,.test.pharC.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnml.omt,temp,,True,.test.pharC.jnml.omt,✅ Verified,data/temp/.test.pharC.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnml.omt,0.5126953125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC.jnmlnrn.omt,.test.pharC.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnmlnrn.omt,temp,,True,.test.pharC.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnmlnrn.omt,0.509765625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC.jnmlnrn.omt,.test.pharC.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnmlnrn.omt,temp,,True,.test.pharC.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC.jnmlnrn.omt,0.509765625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC0.jnml.omt,.test.pharC0.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnml.omt,temp,,True,.test.pharC0.jnml.omt,✅ Verified,data/temp/.test.pharC0.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnml.omt,1.0380859375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC0.jnml.omt,.test.pharC0.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnml.omt,temp,,True,.test.pharC0.jnml.omt,✅ Verified,data/temp/.test.pharC0.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnml.omt,1.0380859375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC0.jnmlnrn.omt,.test.pharC0.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnmlnrn.omt,temp,,True,.test.pharC0.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC0.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnmlnrn.omt,1.0087890625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC0.jnmlnrn.omt,.test.pharC0.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnmlnrn.omt,temp,,True,.test.pharC0.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC0.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC0.jnmlnrn.omt,1.0087890625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC1.jnml.omt,.test.pharC1.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnml.omt,temp,,True,.test.pharC1.jnml.omt,✅ Verified,data/temp/.test.pharC1.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnml.omt,0.517578125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC1.jnml.omt,.test.pharC1.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnml.omt,temp,,True,.test.pharC1.jnml.omt,✅ Verified,data/temp/.test.pharC1.jnml.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnml.omt,0.517578125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharC1.jnmlnrn.omt,.test.pharC1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnmlnrn.omt,temp,,True,.test.pharC1.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnmlnrn.omt,0.5126953125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharC1.jnmlnrn.omt,.test.pharC1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnmlnrn.omt,temp,,True,.test.pharC1.jnmlnrn.omt,✅ Verified,data/temp/.test.pharC1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharC1.jnmlnrn.omt,0.5126953125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharD.jnmlnrn.omt,.test.pharD.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD.jnmlnrn.omt,temp,,True,.test.pharD.jnmlnrn.omt,✅ Verified,data/temp/.test.pharD.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD.jnmlnrn.omt,0.2158203125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharD.jnmlnrn.omt,.test.pharD.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD.jnmlnrn.omt,temp,,True,.test.pharD.jnmlnrn.omt,✅ Verified,data/temp/.test.pharD.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD.jnmlnrn.omt,0.2158203125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharD1.jnmlnrn.omt,.test.pharD1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD1.jnmlnrn.omt,temp,,True,.test.pharD1.jnmlnrn.omt,✅ Verified,data/temp/.test.pharD1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD1.jnmlnrn.omt,0.216796875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharD1.jnmlnrn.omt,.test.pharD1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD1.jnmlnrn.omt,temp,,True,.test.pharD1.jnmlnrn.omt,✅ Verified,data/temp/.test.pharD1.jnmlnrn.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharD1.jnmlnrn.omt,0.216796875,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharyngealA.mep,.test.pharyngealA.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealA.mep,temp,,True,.test.pharyngealA.mep,✅ Verified,data/temp/.test.pharyngealA.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealA.mep,0.2548828125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharyngealA.mep,.test.pharyngealA.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealA.mep,temp,,True,.test.pharyngealA.mep,✅ Verified,data/temp/.test.pharyngealA.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealA.mep,0.2548828125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharyngealB.mep,.test.pharyngealB.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealB.mep,temp,,True,.test.pharyngealB.mep,✅ Verified,data/temp/.test.pharyngealB.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealB.mep,0.193359375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharyngealB.mep,.test.pharyngealB.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealB.mep,temp,,True,.test.pharyngealB.mep,✅ Verified,data/temp/.test.pharyngealB.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealB.mep,0.193359375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharyngealC.mep,.test.pharyngealC.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC.mep,temp,,True,.test.pharyngealC.mep,✅ Verified,data/temp/.test.pharyngealC.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC.mep,0.1689453125,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharyngealC.mep,.test.pharyngealC.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC.mep,temp,,True,.test.pharyngealC.mep,✅ Verified,data/temp/.test.pharyngealC.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC.mep,0.1689453125,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharyngealC0.mep,.test.pharyngealC0.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC0.mep,temp,,True,.test.pharyngealC0.mep,✅ Verified,data/temp/.test.pharyngealC0.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC0.mep,0.23046875,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharyngealC0.mep,.test.pharyngealC0.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC0.mep,temp,,True,.test.pharyngealC0.mep,✅ Verified,data/temp/.test.pharyngealC0.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC0.mep,0.23046875,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.pharyngealC1.mep,.test.pharyngealC1.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC1.mep,temp,,True,.test.pharyngealC1.mep,✅ Verified,data/temp/.test.pharyngealC1.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC1.mep,0.19140625,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.pharyngealC1.mep,.test.pharyngealC1.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC1.mep,temp,,True,.test.pharyngealC1.mep,✅ Verified,data/temp/.test.pharyngealC1.mep,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.pharyngealC1.mep,0.19140625,both
/home/rohit/Desktop/Projects/C-Elegans/c302/examples/.test.validate.omt,.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,temp,,True,.test.validate.omt,✅ Verified,data/temp/.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,0.2646484375,both
/home/rohit/Desktop/Projects/C-Elegans/c302/c302/NeuroML2/.test.validate.omt,.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,temp,,True,.test.validate.omt,✅ Verified,data/temp/.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,0.2646484375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/pythonScripts/c302/examples/.test.validate.omt,.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,temp,,True,.test.validate.omt,✅ Verified,data/temp/.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,0.2646484375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/generatedNeuroML/.test.validate.omt,.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,temp,,True,.test.validate.omt,✅ Verified,data/temp/.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,0.2646484375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/CElegans/generatedNeuroML2/.test.validate.omt,.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,temp,,True,.test.validate.omt,✅ Verified,data/temp/.test.validate.omt,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.test.validate.omt,0.2646484375,both
/home/rohit/Desktop/Projects/C-Elegans/CElegansNeuroML/.travis.yml,.travis.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.travis.yml,temp,,True,.travis.yml,✅ Verified,data/temp/.travis.yml,/home/rohit/Desktop/Projects/C-Elegans/data/temp/.travis.yml,2.037109375,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.git/lfs/objects/0c/93/0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,/home/rohit/Desktop/Projects/C-Elegans/data/temp/0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,temp,,True,0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,✅ Verified,data/temp/0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,/home/rohit/Desktop/Projects/C-Elegans/data/temp/0c93ae1352444473fa639df829f1af51e2f41108915fa0f14601839d1e73a7df,3328.548828125,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_neural_data/.git/lfs/objects/17/70/17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,/home/rohit/Desktop/Projects/C-Elegans/data/temp/17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,temp,,True,17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,✅ Verified,data/temp/17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,/home/rohit/Desktop/Projects/C-Elegans/data/temp/17701963149851d37d40955096de181d8c5378c256fe4ede93864380f9363ddc,653819.7080078125,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.git/lfs/objects/4c/7f/4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,/home/rohit/Desktop/Projects/C-Elegans/data/temp/4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,temp,,True,4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,✅ Verified,data/temp/4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,/home/rohit/Desktop/Projects/C-Elegans/data/temp/4c7fffa1b539935f9424097bcb63eb528353dd0bd9b9c421973ceea3dfc00999,3328.529296875,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.git/lfs/objects/5d/3b/5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,/home/rohit/Desktop/Projects/C-Elegans/data/temp/5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,temp,,True,5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,✅ Verified,data/temp/5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,/home/rohit/Desktop/Projects/C-Elegans/data/temp/5d3bd0ddb4bfe33bb67e1f9ef02e0da224b3c41a653ff61c591c322c93ec55ef,3328.45703125,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.git/lfs/objects/68/38/68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,/home/rohit/Desktop/Projects/C-Elegans/data/temp/68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,temp,,True,68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,✅ Verified,data/temp/68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,/home/rohit/Desktop/Projects/C-Elegans/data/temp/68386ce59980a79d9ed1e7499d46de7f6b7a5b5a12f30e0784b477cdcd3e82c4,3328.640625,both
/home/rohit/Desktop/Projects/C-Elegans/celegans_connectome_data/.git/lfs/objects/78/b6/78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,/home/rohit/Desktop/Projects/C-Elegans/data/temp/78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,temp,,True,78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,✅ Verified,data/temp/78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,/home/rohit/Desktop/Projects/C-Elegans/data/temp/78b6ff933732c9ff02f55a5ef5e050925e73c3d05cb9678c39f5b1e419864f3c,3328.640625,both
