ID	is_known_hub	literature_refs
WBGene00000264	False	nan
WBGene00000265	False	nan
WBGene00000266	False	nan
WBGene00000267	False	nan
WBGene00000268	False	nan
WBGene00000269	False	nan
WBGene00000270	False	nan
WBGene00000271	True	PMID123456; PMID789101
WBGene00000272	False	nan
WBGene00000273	False	nan
WBGene00000274	False	nan
WBGene00000275	False	nan
WBGene00000276	False	nan
WBGene00000277	False	nan
WBGene00000279	False	nan
WBGene00000280	False	nan
WBGene00000281	False	nan
WBGene00000282	False	nan
WBGene00000283	False	nan
WBGene00000284	False	nan
WBGene00000285	False	nan
WBGene00000286	False	nan
WBGene00000287	False	nan
WBGene00000288	False	nan
WBGene00000289	False	nan
WBGene00000292	False	nan
WBGene00000293	False	nan
WBGene00000294	False	nan
WBGene00000295	False	nan
WBGene00000296	False	nan
WBGene00000298	False	nan
WBGene00000301	False	nan
WBGene00000308	False	nan
WBGene00000366	False	nan
WBGene00000367	False	nan
WBGene00000368	False	nan
WBGene00000369	False	nan
WBGene00000370	False	nan
WBGene00000371	False	nan
WBGene00000373	False	nan
WBGene00000374	False	nan
WBGene00000375	False	nan
WBGene00000376	False	nan
WBGene00000377	False	nan
WBGene00000378	False	nan
WBGene00000379	False	nan
WBGene00000380	False	nan
WBGene00000381	False	nan
WBGene00000382	False	nan
WBGene00000383	False	nan
WBGene00000386	False	nan
WBGene00000387	False	nan
WBGene00000389	False	nan
WBGene00000390	False	nan
WBGene00000391	False	nan
WBGene00000392	False	nan
WBGene00000393	False	nan
WBGene00000395	True	PMID123456; PMID789101
WBGene00000396	False	nan
WBGene00000397	False	nan
WBGene00000399	False	nan
WBGene00000401	False	nan
WBGene00000402	False	nan
WBGene00000403	False	nan
WBGene00000405	False	nan
WBGene00000406	False	nan
WBGene00000407	False	nan
WBGene00000408	False	nan
WBGene00000409	False	nan
WBGene00000410	False	nan
WBGene00000411	False	nan
WBGene00000412	False	nan
WBGene00000413	False	nan
WBGene00000414	False	nan
WBGene00000415	False	nan
WBGene00000416	False	nan
WBGene00000417	False	nan
WBGene00000418	False	nan
WBGene00000419	False	nan
WBGene00000420	False	nan
WBGene00000421	False	nan
WBGene00000422	False	nan
WBGene00000424	False	nan
WBGene00000425	False	nan
WBGene00000426	False	nan
WBGene00000427	False	nan
WBGene00000428	False	nan
WBGene00000429	False	nan
WBGene00000430	False	nan
WBGene00000431	False	nan
WBGene00000433	False	nan
WBGene00000434	False	nan
WBGene00000435	False	nan
WBGene00000436	False	nan
WBGene00000437	False	nan
WBGene00000438	False	nan
WBGene00000439	False	nan
WBGene00000440	False	nan
WBGene00000441	False	nan
WBGene00000442	False	nan
WBGene00000443	False	nan
WBGene00000444	False	nan
WBGene00000445	False	nan
WBGene00000446	False	nan
WBGene00000447	False	nan
WBGene00000448	False	nan
WBGene00000449	False	nan
WBGene00000451	False	nan
WBGene00000452	False	nan
WBGene00000453	False	nan
WBGene00000454	False	nan
WBGene00000455	False	nan
WBGene00000457	False	nan
WBGene00000458	False	nan
WBGene00000459	False	nan
WBGene00000460	False	nan
WBGene00000461	False	nan
WBGene00000462	False	nan
WBGene00000463	False	nan
WBGene00000464	False	nan
WBGene00000465	False	nan
WBGene00000466	False	nan
WBGene00000467	False	nan
WBGene00000468	False	nan
WBGene00000469	False	nan
WBGene00000472	False	nan
WBGene00000473	False	nan
WBGene00000474	False	nan
WBGene00000475	False	nan
WBGene00000476	False	nan
WBGene00000478	False	nan
WBGene00000479	False	nan
WBGene00000480	False	nan
WBGene00000481	False	nan
WBGene00000482	False	nan
WBGene00000483	False	nan
WBGene00000484	False	nan
WBGene00000485	False	nan
WBGene00000487	False	nan
WBGene00000488	False	nan
WBGene00000490	False	nan
WBGene00000491	False	nan
WBGene00000492	False	nan
WBGene00000496	False	nan
WBGene00000497	False	nan
WBGene00000498	False	nan
WBGene00000499	True	PMID123456; PMID789101
WBGene00000500	False	nan
WBGene00000501	False	nan
WBGene00000503	False	nan
WBGene00000506	False	nan
WBGene00000507	False	nan
WBGene00000508	False	nan
WBGene00000509	False	nan
WBGene00000510	False	nan
WBGene00000511	False	nan
WBGene00000512	False	nan
WBGene00000513	False	nan
WBGene00000514	False	nan
WBGene00000515	False	nan
WBGene00000516	False	nan
WBGene00000517	False	nan
WBGene00000518	False	nan
WBGene00000519	False	nan
WBGene00000520	False	nan
WBGene00000521	False	nan
WBGene00000522	False	nan
WBGene00000523	False	nan
WBGene00000524	False	nan
WBGene00000525	False	nan
WBGene00000527	False	nan
WBGene00000528	False	nan
WBGene00000529	False	nan
WBGene00000530	False	nan
WBGene00000531	False	nan
WBGene00000532	False	nan
WBGene00000533	False	nan
WBGene00000534	False	nan
WBGene00000535	False	nan
WBGene00000536	False	nan
WBGene00000537	False	nan
WBGene00000539	False	nan
WBGene00000540	False	nan
WBGene00000541	False	nan
WBGene00000542	False	nan
WBGene00000543	False	nan
WBGene00000544	False	nan
WBGene00000545	False	nan
WBGene00000546	False	nan
WBGene00000547	False	nan
WBGene00000548	False	nan
WBGene00000549	False	nan
WBGene00000550	False	nan
WBGene00000551	False	nan
WBGene00000552	False	nan
WBGene00000553	False	nan
WBGene00000554	False	nan
WBGene00000556	False	nan
WBGene00000557	False	nan
WBGene00000558	False	nan
WBGene00000561	False	nan
WBGene00000562	False	nan
WBGene00000563	False	nan
WBGene00000564	False	nan
WBGene00000565	False	nan
WBGene00000566	False	nan
WBGene00000567	False	nan
WBGene00000583	False	nan
WBGene00000584	False	nan
WBGene00000585	False	nan
WBGene00000591	False	nan
WBGene00000592	False	nan
WBGene00000593	False	nan
WBGene00000594	False	nan
WBGene00000596	False	nan
WBGene00000597	False	nan
WBGene00000598	False	nan
WBGene00000599	False	nan
WBGene00000601	False	nan
WBGene00000602	False	nan
WBGene00000603	False	nan
WBGene00000606	False	nan
WBGene00000608	False	nan
WBGene00000609	False	nan
WBGene00000610	False	nan
WBGene00000611	False	nan
WBGene00000612	False	nan
WBGene00000613	False	nan
WBGene00000614	False	nan
WBGene00000615	False	nan
WBGene00000616	False	nan
WBGene00000617	False	nan
WBGene00000618	False	nan
WBGene00000620	True	PMID123456; PMID789101
WBGene00000621	False	nan
WBGene00000622	False	nan
WBGene00000623	False	nan
WBGene00000624	False	nan
WBGene00000625	False	nan
WBGene00000626	False	nan
WBGene00000627	False	nan
WBGene00000629	False	nan
WBGene00000630	False	nan
WBGene00000631	False	nan
WBGene00000632	False	nan
WBGene00000634	False	nan
WBGene00000636	False	nan
WBGene00000637	False	nan
WBGene00000638	False	nan
WBGene00000639	False	nan
WBGene00000640	False	nan
WBGene00000641	False	nan
WBGene00000644	False	nan
WBGene00000647	False	nan
WBGene00000648	False	nan
WBGene00000649	False	nan
WBGene00000650	True	PMID123456; PMID789101
WBGene00000652	False	nan
WBGene00000653	False	nan
WBGene00000654	False	nan
WBGene00000655	False	nan
WBGene00000656	False	nan
WBGene00000657	False	nan
WBGene00000658	False	nan
WBGene00000660	False	nan
WBGene00000662	False	nan
WBGene00000663	False	nan
WBGene00000664	False	nan
WBGene00000665	False	nan
WBGene00000666	True	PMID123456; PMID789101
WBGene00000667	False	nan
WBGene00000668	False	nan
WBGene00000669	False	nan
WBGene00000670	False	nan
WBGene00000671	False	nan
WBGene00000672	False	nan
WBGene00000673	False	nan
WBGene00000674	False	nan
WBGene00000675	False	nan
WBGene00000676	False	nan
WBGene00000677	False	nan
WBGene00000678	False	nan
WBGene00000679	False	nan
WBGene00000680	True	PMID123456; PMID789101
WBGene00000681	True	PMID123456; PMID789101
WBGene00000683	False	nan
WBGene00000684	False	nan
WBGene00000685	False	nan
WBGene00000687	False	nan
WBGene00000688	False	nan
WBGene00000689	False	nan
WBGene00000691	False	nan
WBGene00000692	False	nan
WBGene00000693	False	nan
WBGene00000694	False	nan
WBGene00000696	False	nan
WBGene00000697	True	PMID123456; PMID789101
WBGene00000698	False	nan
WBGene00000699	False	nan
WBGene00000702	False	nan
WBGene00000703	False	nan
WBGene00000704	False	nan
WBGene00000705	False	nan
WBGene00000706	False	nan
WBGene00000707	False	nan
WBGene00000710	False	nan
WBGene00000711	False	nan
WBGene00000712	False	nan
WBGene00000713	False	nan
WBGene00000714	False	nan
WBGene00000715	False	nan
WBGene00000717	True	PMID123456; PMID789101
WBGene00000718	False	nan
WBGene00000719	False	nan
WBGene00000720	False	nan
WBGene00000721	False	nan
WBGene00000722	False	nan
WBGene00000723	False	nan
WBGene00000724	False	nan
WBGene00000726	False	nan
WBGene00000727	False	nan
WBGene00000728	False	nan
WBGene00000729	False	nan
WBGene00000730	False	nan
WBGene00000731	True	PMID123456; PMID789101
WBGene00000732	True	PMID123456; PMID789101
WBGene00000733	False	nan
WBGene00000734	True	PMID123456; PMID789101
WBGene00000735	False	nan
WBGene00000736	False	nan
WBGene00000737	False	nan
WBGene00000739	False	nan
WBGene00000740	False	nan
WBGene00000741	False	nan
WBGene00000742	False	nan
WBGene00000743	False	nan
WBGene00000745	False	nan
WBGene00000746	True	PMID123456; PMID789101
WBGene00000747	False	nan
WBGene00000748	False	nan
WBGene00000749	False	nan
WBGene00000750	False	nan
WBGene00000751	False	nan
WBGene00000752	False	nan
WBGene00000753	False	nan
WBGene00000754	False	nan
WBGene00000755	False	nan
WBGene00000756	False	nan
WBGene00000757	False	nan
WBGene00000758	False	nan
WBGene00000759	False	nan
WBGene00000761	False	nan
WBGene00000762	False	nan
WBGene00000763	False	nan
WBGene00000764	False	nan
WBGene00000765	False	nan
WBGene00000766	False	nan
WBGene00000768	False	nan
WBGene00000770	False	nan
WBGene00000771	False	nan
WBGene00000772	False	nan
WBGene00000773	False	nan
WBGene00000774	False	nan
WBGene00000775	False	nan
WBGene00000776	False	nan
WBGene00000777	False	nan
WBGene00000778	False	nan
WBGene00000779	False	nan
WBGene00000780	False	nan
WBGene00000781	False	nan
WBGene00000782	False	nan
WBGene00000783	False	nan
WBGene00000784	False	nan
WBGene00000785	False	nan
WBGene00000786	False	nan
WBGene00000787	False	nan
WBGene00000788	False	nan
WBGene00000789	False	nan
WBGene00000792	False	nan
WBGene00000793	False	nan
WBGene00000794	False	nan
WBGene00000795	False	nan
WBGene00000797	False	nan
WBGene00000798	False	nan
WBGene00000799	False	nan
WBGene00000800	False	nan
WBGene00000801	False	nan
WBGene00000802	False	nan
WBGene00000803	False	nan
WBGene00000804	False	nan
WBGene00000812	False	nan
WBGene00000813	False	nan
WBGene00000814	False	nan
WBGene00000816	False	nan
WBGene00000817	False	nan
WBGene00000818	False	nan
WBGene00000819	False	nan
WBGene00000820	False	nan
WBGene00000821	False	nan
WBGene00000822	False	nan
WBGene00000829	False	nan
WBGene00000831	True	PMID123456; PMID789101
WBGene00000832	False	nan
WBGene00000833	False	nan
WBGene00000834	False	nan
WBGene00000835	False	nan
WBGene00000836	False	nan
WBGene00000837	False	nan
WBGene00000838	False	nan
WBGene00000839	False	nan
WBGene00000840	False	nan
WBGene00000841	False	nan
WBGene00000843	False	nan
WBGene00000845	False	nan
WBGene00000846	False	nan
WBGene00000851	False	nan
WBGene00000854	False	nan
WBGene00000857	False	nan
WBGene00000858	False	nan
WBGene00000859	False	nan
WBGene00000860	False	nan
WBGene00000861	False	nan
WBGene00000862	False	nan
WBGene00000863	False	nan
WBGene00000865	False	nan
WBGene00000867	False	nan
WBGene00000868	False	nan
WBGene00000869	False	nan
WBGene00000870	False	nan
WBGene00000871	False	nan
WBGene00000872	False	nan
WBGene00000874	False	nan
WBGene00000875	False	nan
WBGene00000876	False	nan
WBGene00000877	False	nan
WBGene00000878	False	nan
WBGene00000879	False	nan
WBGene00000880	False	nan
WBGene00000881	False	nan
WBGene00000882	False	nan
WBGene00000883	False	nan
WBGene00000884	False	nan
WBGene00000885	False	nan
WBGene00000886	False	nan
WBGene00000887	False	nan
WBGene00000888	False	nan
WBGene00000889	False	nan
WBGene00000890	False	nan
WBGene00000891	False	nan
WBGene00000892	False	nan
WBGene00000893	False	nan
WBGene00000894	False	nan
WBGene00000895	False	nan
WBGene00000896	False	nan
WBGene00000897	False	nan
WBGene00000898	False	nan
WBGene00000899	False	nan
WBGene00000900	False	nan
WBGene00000901	False	nan
WBGene00000902	False	nan
WBGene00000903	False	nan
WBGene00000904	False	nan
WBGene00000905	False	nan
WBGene00000906	False	nan
WBGene00000907	False	nan
WBGene00000908	False	nan
WBGene00000910	False	nan
WBGene00000911	False	nan
WBGene00000912	False	nan
WBGene00000913	False	nan
WBGene00000914	False	nan
WBGene00000915	False	nan
WBGene00000917	False	nan
WBGene00000920	False	nan
WBGene00000923	False	nan
WBGene00000928	False	nan
WBGene00000929	False	nan
WBGene00000930	False	nan
WBGene00000931	False	nan
WBGene00000932	False	nan
WBGene00000934	False	nan
WBGene00000935	False	nan
WBGene00000936	False	nan
WBGene00000937	False	nan
WBGene00000938	False	nan
WBGene00000939	False	nan
WBGene00000940	False	nan
WBGene00000941	False	nan
WBGene00000942	False	nan
WBGene00000950	False	nan
WBGene00000951	False	nan
WBGene00000952	False	nan
WBGene00000953	False	nan
WBGene00000955	False	nan
WBGene00000958	False	nan
WBGene00000959	False	nan
WBGene00000960	False	nan
WBGene00000961	False	nan
WBGene00000962	False	nan
WBGene00000963	False	nan
WBGene00000964	False	nan
WBGene00000965	False	nan
WBGene00000966	False	nan
WBGene00000967	False	nan
WBGene00000968	False	nan
WBGene00000969	False	nan
WBGene00000970	False	nan
WBGene00000971	False	nan
WBGene00000972	False	nan
WBGene00000973	False	nan
WBGene00000974	False	nan
WBGene00000975	False	nan
WBGene00000976	False	nan
WBGene00000977	False	nan
WBGene00000978	False	nan
WBGene00000979	False	nan
WBGene00000980	False	nan
WBGene00000981	False	nan
WBGene00000982	False	nan
WBGene00000983	True	PMID123456; PMID789101
WBGene00000984	False	nan
WBGene00000985	False	nan
WBGene00000986	False	nan
WBGene00000987	False	nan
WBGene00000988	False	nan
WBGene00000990	False	nan
WBGene00000991	False	nan
WBGene00000992	False	nan
WBGene00000993	False	nan
WBGene00000994	False	nan
WBGene00000995	False	nan
WBGene00000996	False	nan
WBGene00000998	False	nan
WBGene00001000	False	nan
WBGene00001001	False	nan
WBGene00001002	False	nan
WBGene00001005	False	nan
WBGene00001006	False	nan
WBGene00001007	False	nan
WBGene00001008	False	nan
WBGene00001016	False	nan
WBGene00001017	False	nan
WBGene00001018	False	nan
WBGene00001019	False	nan
WBGene00001020	False	nan
WBGene00001021	False	nan
WBGene00001022	False	nan
WBGene00001023	False	nan
WBGene00001025	False	nan
WBGene00001026	False	nan
WBGene00001027	False	nan
WBGene00001028	False	nan
WBGene00001029	False	nan
WBGene00001030	False	nan
WBGene00001031	False	nan
WBGene00001032	False	nan
WBGene00001033	False	nan
WBGene00001034	False	nan
WBGene00001035	False	nan
WBGene00001036	False	nan
WBGene00001037	False	nan
WBGene00001038	False	nan
WBGene00001039	False	nan
WBGene00001040	False	nan
WBGene00001041	False	nan
WBGene00001042	False	nan
WBGene00001043	False	nan
WBGene00001044	False	nan
WBGene00001045	False	nan
WBGene00001046	False	nan
WBGene00001047	False	nan
WBGene00001048	False	nan
WBGene00001049	False	nan
WBGene00001050	False	nan
WBGene00001051	False	nan
WBGene00001052	False	nan
WBGene00001053	False	nan
WBGene00001054	False	nan
WBGene00001055	False	nan
WBGene00001056	False	nan
WBGene00001057	False	nan
WBGene00001058	False	nan
WBGene00001059	False	nan
WBGene00001060	False	nan
WBGene00001061	False	nan
WBGene00001063	False	nan
WBGene00001064	False	nan
WBGene00001065	False	nan
WBGene00001066	False	nan
WBGene00001067	False	nan
WBGene00001068	False	nan
WBGene00001069	False	nan
WBGene00001070	True	PMID123456; PMID789101
WBGene00001071	False	nan
WBGene00001073	False	nan
WBGene00001074	False	nan
WBGene00001075	False	nan
WBGene00001076	False	nan
WBGene00001077	False	nan
WBGene00001078	False	nan
WBGene00001079	False	nan
WBGene00001080	False	nan
WBGene00001081	False	nan
WBGene00001082	False	nan
WBGene00001085	False	nan
WBGene00001086	False	nan
WBGene00001087	False	nan
WBGene00001088	False	nan
WBGene00001089	False	nan
WBGene00001090	False	nan
WBGene00001091	False	nan
WBGene00001092	False	nan
WBGene00001093	False	nan
WBGene00001094	False	nan
WBGene00001095	False	nan
WBGene00001096	False	nan
WBGene00001099	True	PMID123456; PMID789101
WBGene00001101	True	PMID123456; PMID789101
WBGene00001102	False	nan
WBGene00001103	False	nan
WBGene00001105	False	nan
WBGene00001107	False	nan
WBGene00001108	False	nan
WBGene00001109	False	nan
WBGene00001110	False	nan
WBGene00001112	False	nan
WBGene00001113	False	nan
WBGene00001115	False	nan
WBGene00001116	False	nan
WBGene00001117	False	nan
WBGene00001118	False	nan
WBGene00001119	False	nan
WBGene00001121	False	nan
WBGene00001122	False	nan
WBGene00001123	False	nan
WBGene00001127	False	nan
WBGene00001129	False	nan
WBGene00001130	False	nan
WBGene00001131	False	nan
WBGene00001132	False	nan
WBGene00001134	False	nan
WBGene00001135	False	nan
WBGene00001136	False	nan
WBGene00001137	False	nan
WBGene00001145	False	nan
WBGene00001147	True	PMID123456; PMID789101
WBGene00001148	False	nan
WBGene00001149	False	nan
WBGene00001150	False	nan
WBGene00001152	False	nan
WBGene00001153	True	PMID123456; PMID789101
WBGene00001154	False	nan
WBGene00001155	True	PMID123456; PMID789101
WBGene00001156	False	nan
WBGene00001158	False	nan
WBGene00001159	False	nan
WBGene00001160	False	nan
WBGene00001161	False	nan
WBGene00001162	False	nan
WBGene00001163	False	nan
WBGene00001164	False	nan
WBGene00001165	False	nan
WBGene00001166	False	nan
WBGene00001167	False	nan
WBGene00001168	False	nan
WBGene00001169	False	nan
WBGene00001170	False	nan
WBGene00001171	False	nan
WBGene00001172	False	nan
WBGene00001173	False	nan
WBGene00001174	False	nan
WBGene00001175	False	nan
WBGene00001177	False	nan
WBGene00001178	False	nan
WBGene00001179	False	nan
WBGene00001182	False	nan
WBGene00001184	True	PMID123456; PMID789101
WBGene00001185	True	PMID123456; PMID789101
WBGene00001186	False	nan
WBGene00001187	False	nan
WBGene00001188	False	nan
WBGene00001189	False	nan
WBGene00001190	False	nan
WBGene00001193	False	nan
WBGene00001194	False	nan
WBGene00001196	True	PMID123456; PMID789101
WBGene00001202	False	nan
WBGene00001204	False	nan
WBGene00001207	False	nan
WBGene00001208	False	nan
WBGene00001209	False	nan
WBGene00001210	False	nan
WBGene00001211	False	nan
WBGene00001214	False	nan
WBGene00001215	False	nan
WBGene00001223	False	nan
WBGene00001224	False	nan
WBGene00001225	False	nan
WBGene00001226	False	nan
WBGene00001227	False	nan
WBGene00001228	False	nan
WBGene00001229	False	nan
WBGene00001230	False	nan
WBGene00001231	False	nan
WBGene00001232	False	nan
WBGene00001233	False	nan
WBGene00001234	False	nan
WBGene00001235	False	nan
WBGene00001236	False	nan
WBGene00001237	False	nan
WBGene00001239	False	nan
WBGene00001240	False	nan
WBGene00001241	False	nan
WBGene00001242	False	nan
WBGene00001243	False	nan
WBGene00001244	False	nan
WBGene00001245	False	nan
WBGene00001246	False	nan
WBGene00001247	False	nan
WBGene00001248	False	nan
WBGene00001249	False	nan
WBGene00001250	False	nan
WBGene00001251	False	nan
WBGene00001252	False	nan
WBGene00001253	False	nan
WBGene00001258	False	nan
WBGene00001259	False	nan
WBGene00001262	False	nan
WBGene00001263	False	nan
WBGene00001281	False	nan
WBGene00001284	False	nan
WBGene00001303	False	nan
WBGene00001309	False	nan
WBGene00001311	False	nan
WBGene00001320	False	nan
WBGene00001324	False	nan
WBGene00001325	False	nan
WBGene00001328	False	nan
WBGene00001329	False	nan
WBGene00001330	False	nan
WBGene00001331	False	nan
WBGene00001332	False	nan
WBGene00001333	False	nan
WBGene00001334	False	nan
WBGene00001335	False	nan
WBGene00001336	False	nan
WBGene00001337	False	nan
WBGene00001338	False	nan
WBGene00001340	False	nan
WBGene00001345	False	nan
WBGene00001352	False	nan
WBGene00001358	False	nan
WBGene00001362	True	PMID123456; PMID789101
WBGene00001365	False	nan
WBGene00001366	False	nan
WBGene00001368	False	nan
WBGene00001371	False	nan
WBGene00001372	False	nan
WBGene00001373	False	nan
WBGene00001374	False	nan
WBGene00001377	False	nan
WBGene00001385	False	nan
WBGene00001386	False	nan
WBGene00001387	False	nan
WBGene00001389	False	nan
WBGene00001390	False	nan
WBGene00001391	False	nan
WBGene00001392	False	nan
WBGene00001393	False	nan
WBGene00001394	False	nan
WBGene00001395	False	nan
WBGene00001396	False	nan
WBGene00001397	False	nan
WBGene00001398	False	nan
WBGene00001399	True	PMID123456; PMID789101
WBGene00001400	False	nan
WBGene00001401	False	nan
WBGene00001402	True	PMID123456; PMID789101
WBGene00001403	False	nan
WBGene00001404	False	nan
WBGene00001405	False	nan
WBGene00001406	False	nan
WBGene00001410	False	nan
WBGene00001411	False	nan
WBGene00001412	False	nan
WBGene00001413	False	nan
WBGene00001423	True	PMID123456; PMID789101
WBGene00001424	False	nan
WBGene00001425	False	nan
WBGene00001426	False	nan
WBGene00001427	False	nan
WBGene00001428	False	nan
WBGene00001429	False	nan
WBGene00001430	False	nan
WBGene00001431	False	nan
WBGene00001432	False	nan
WBGene00001433	False	nan
WBGene00001434	False	nan
WBGene00001436	False	nan
WBGene00001437	False	nan
WBGene00001438	False	nan
WBGene00001439	False	nan
WBGene00001440	False	nan
WBGene00001441	False	nan
WBGene00001442	False	nan
WBGene00001443	False	nan
WBGene00001444	False	nan
WBGene00001445	False	nan
WBGene00001446	False	nan
WBGene00001447	False	nan
WBGene00001448	False	nan
WBGene00001449	False	nan
WBGene00001450	False	nan
WBGene00001451	False	nan
WBGene00001452	False	nan
WBGene00001453	False	nan
WBGene00001454	False	nan
WBGene00001455	False	nan
WBGene00001456	False	nan
WBGene00001457	False	nan
WBGene00001458	False	nan
WBGene00001459	False	nan
WBGene00001460	False	nan
WBGene00001461	False	nan
WBGene00001462	False	nan
WBGene00001463	False	nan
